isbn,titre,auteur,categorie,prix_vente_eur,stock,nb_pages,annee_premiere_publication
9780349440187,Iron Flame,Rebecca Yarros,Fantasy,22.84,20,640,2023
9781405224031,First Term at Malory Towers,,Childrens,25.07,20,160,1967
9780439451932,Harry Potter and the Chamber of Secrets,J. K. Rowling,Fiction,13.80,17,339,1998
9788416029808,Talk Like TED,Carmine Gallo,Business,22.16,13,288,2014
9780316310420,The Queen of Nothing,Holly Black,Fiction,18.68,28,336,2019
9780857550460,Boy,,Travel,12.59,6,,
9789333394918,The Story of Philosophy,Will Durant,History,34.81,12,543,1926
9789000338658,The One (The Selection #3),Kiera Cass,Fiction,33.02,11,,
9798589452563,The Invisible Man,,Fiction,26.83,34,170,
9780358067801,The Crossover,Kwame Alexander,Childrens,24.40,36,240,2014
9780415478816,A History of Western Philosophy,,History,12.13,16,,
9780807275122,Where the Red Fern Grows,Wilson Rawls,Classics,16.35,23,249,1961
9780470104248,Principles of Anatomy and Physiology,Gerard J. Tortora,Science,16.68,26,1248,1975
9783455302790,"84, Charing Cross Road",Helene Hanff,Travel,11.54,36,,
9781250095275,Caraval,Stephanie Garber,Fiction,14.58,20,436,2000
9781407034461,Equal Rites,Terry Pratchett,Fantasy,35.99,24,255,1987
9781119675655,Songwriting for dummies,Jim Peterik,Music,35.24,40,384,2002
9798671330687,Meditations,Marcus Aurelius,Classics,24.74,4,203,1626
9798669140557,Анна Каренина,Лев Толстой,Classics,27.62,45,,
9780747263463,Roses Are Red,James Patterson,Mystery,20.25,23,,
9780216897984,A Child's Garden of Verses,Robert Louis Stevenson,Poetry,10.42,1,116,1885
9789189298323,Project Hail Mary,Andy Weir,Science,30.83,5,,
9781449486792,the sun and her flowers,Rupi Kaur,Poetry,37.66,30,,
9781476870748,Pirates of the Caribbean,,Music,31.58,5,24,2007
9780001711129,Ten Apples Up on Top,Dr. Seuss,Childrens,37.48,24,,
9780785744580,Lights Out,Robert Lawrence Stine,Horror,26.68,8,,
9780769206684,Warner Bros. Music Presents... 50 Easy Listening,,Music,17.13,20,,1999
9780316389716,Miecz przeznaczenia,Andrzej Sapkowski,Fantasy,37.59,35,400,1992
9780706968019,Freedom at Midnight,Dominique Lapierre,History,10.77,38,564,1975
9780061895968,An Affair to Remember,Karen Hawkins,Historical Fiction,19.90,40,372,2002
9781424231355,Fear Street - First Date,Robert Lawrence Stine,Horror,23.60,5,170,1992
9782221129289,The Selection (The Selection #1),Kiera Cass,Childrens,15.25,0,328,2012
9781433207938,The Rest Is Noise,Alex Ross,Music,14.65,34,624,2007
9780984358137,The Millionaire Fastlane,M. J. DeMarco,Business,21.39,0,,
9781958292068,Black Ties and White Lies,Kat Singleton,Romance,32.71,35,385,2023
9780380395606,Time Cat,Lloyd Alexander,Travel,18.47,10,209,1963
9783257208634,The Martian Chronicles,Ray Bradbury,Science,12.31,5,262,1950
9781322110233,Everybody Writes,Ann Handley,Business,36.71,44,320,2014
9780061734526,Guilty pleasures,Laura Lee Guhrke,Historical Fiction,33.13,26,373,2004
9782226479822,Sapiens,,Science,8.41,29,,
9783458080664,Struwwelpeter,Heinrich Hoffmann,Poetry,11.15,1,24,1865
9788440220677,Firestarter,Stephen King,Horror,38.92,18,,
9782702411933,Lord Edgware Dies,Agatha Christie,Mystery,12.74,9,,
9780061741005,Curtain,Agatha Christie,Mystery,32.31,31,,
9780898451429,The Robots of Dawn,Isaac Asimov,Science,16.19,9,446,1983
9780307932426,"Guns, Germs, and Steel",Jared Diamond,History,21.14,12,,
9780156035156,The Princess Bride,William Goldman,Fiction,4.95,45,399,1973
9781432622459,Poems,Matthew Arnold,Poetry,30.61,2,,
9780072957549,Traditions & encounters,Jerry H. Bentley,History,28.08,13,,
9780061002878,Poirot investigates,Agatha Christie,Mystery,15.94,40,192,1924
9781419772955,No Brainer,Jeff Kinney,Childrens,8.82,30,224,2023
9781101216347,The Dip,Seth Godin,Business,35.07,13,96,2007
9780141394718,Love and Freindship,Jane Austen,Classics,5.03,17,112,1995
9782266138826,Howl's Moving Castle,Diana Wynne Jones,Fiction,38.80,37,304,1986
9781547277322,The Princess and Curdie,George MacDonald,Classics,17.65,5,178,1832
9781932796575,Sojourn,R. A. Salvatore,Fantasy,16.48,40,,
9786070793677,Twisted Love,Ana Huang,Romance,23.49,6,,
9780736423298,Chicken Little (Read-Aloud Storybook),RH Disney,Childrens,32.42,22,,
9781613822494,Anne of Green Gables,Lucy Maud Montgomery,Fiction,28.90,22,309,1908
9781377100975,Lays of ancient Rome,Thomas Babington Macaulay,Poetry,29.51,35,145,1800
9780008115456,Assassin's Apprentice,Robin Hobb,Fantasy,11.11,22,,
9781653656752,Cape Cod,Henry David Thoreau,Travel,25.69,35,,
9780241753859,The Summer I Turned Pretty Trilogy,Jenny Han,Fiction,33.51,34,,
9783596035694,A Closed and Common Orbit,,Science,17.92,11,416,2016
9781617807558,Songwriting,Stephen Citron,Music,26.45,20,352,1985
9781977668066,Blindsight,Peter Watts,Science,18.22,33,384,2006
9780816137152,Shanna,Kathleen E. Woodiwiss,Historical Fiction,14.52,26,666,1977
9780679728054,The Vintage guide to classical music,,Music,6.86,8,597,1992
9788418483448,Before December,,Romance,11.28,2,,
9781883217044,The jazz theory book,Mark Levine,Music,23.11,44,522,1995
9781094048994,Unite Me,,Childrens,29.91,0,203,2014
9780800712136,Secrets of Closing the Sale,Zig Ziglar,Business,36.00,5,411,1984
9780451628800,What to Listen for in Music,Aaron Copland,Music,30.82,26,304,1939
9788498723533,The Rise of Endymion,Dan Simmons,Science Fiction,26.34,33,600,1997
9788074770814,Krew elfów,,Fantasy,37.94,33,,
9781409413615,Cosmographia et geographia de Affrica,Leo Africanus,Travel,11.21,33,,
9798433379008,Whose Body?,Dorothy L. Sayers,Mystery,24.27,35,212,1923
9788804686521,The Dark Forest (The Three-Body Problem Series Book 2),,Science,17.17,29,574,2008
9780679729525,The Aeneid,Publius Vergilius Maro,Historical Fiction,32.55,35,,1990
9788439707929,Islam,Karen Armstrong,History,39.84,28,230,2000
9781568497037,Collected Poems,Sylvia Plath,Poetry,39.79,23,351,1963
9798855090437,Everblaze,Shannon Messenger,Childrens,15.95,15,632,2014
9780140256352,Bumi Manusia,Pramoedya Ananta Toer,History,37.29,16,360,1972
9780810918849,Art,Frederick Hartt,History,4.51,2,1087,1969
9781409181613,The Silent Patient,Alex Michaelides,Fiction,39.67,19,352,2018
9780008305703,Ultralearning,Scott Young,Business,15.65,44,,
9780786230358,The Earl's Wife,Amy Lake,Historical Fiction,24.70,36,285,2001
9780224617253,Veinte poemas de amor y una canción desesperada,,Poetry,9.40,23,,
9780739371077,Ella Enchanted,Gail Carson Levine,Childrens,15.13,36,249,1997
9783453161818,Diaspora,Greg Egan,Science Fiction,30.11,30,352,1997
9780061557064,Sunset,Erin Hunter,Childrens,24.90,6,,
9780061002823,The Hellbound Heart,Clive Barker,Horror,24.90,5,176,1991
9780684131887,The world of William Penn,Genevieve Foster,History,35.64,27,192,1973
9798986868035,Maximum Trading Gains with Anchored VWAP,Brian Shannon,Business,12.53,41,,2023
9781595583260,Lies My Teacher Told Me,James W. Loewen,History,26.88,3,405,1994
9781408880715,Fantastic Beasts and Where to Find Them,,Childrens,9.80,32,,
9780671742881,Cabal,Clive Barker,Horror,39.81,28,293,1988
9798479401305,A Study in Scarlet,Arthur Conan Doyle,Mystery,19.79,25,162,1887
9781984801494,21 Lessons for the 21st Century,Yuval Noah Harari,History,30.88,35,,
9780193151468,Essays in musical analysis,,Music,31.89,8,217,1935
9785171001605,The Summer I Turned Pretty,Jenny Han,Fiction,18.49,36,272,2000
9786051719092,Brief Answers to the Big Questions,Stephen Hawking,Science,13.22,4,,
9780307568083,Player Piano,Kurt Vonnegut,Classics,24.89,7,,
9788429776317,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Science,15.85,38,209,2017
9780880881326,The Poems of Emily Dickinson Volume II,Emily Dickinson,Poetry,16.88,28,255,1890
9780708313503,A history of western music,"Grout, Donald Jay.",Music,12.77,43,843,1960
9780263753820,To Speak of Love,Claudia Jameson,Romance,8.48,3,246,1986
9781957464176,King of Pride,Ana Huang,Romance,33.97,18,,
9782075094450,Harry Potter and the Philosopher's Stone,J. K. Rowling,Fiction,20.43,1,,
9780071408691,World cruising routes,Jimmy Cornell,Travel,23.84,16,483,1987
9780606011938,The Chalk Box Kid,Clyde Robert Bulla,Childrens,29.11,42,56,1897
9788374801171,Coraline,Neil Gaiman,Horror,6.04,10,,
9780825616518,SOLO PLUS,Music Sales Corporation,Music,14.10,29,,
9781760892531,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,,Childrens,14.10,42,224,2019
9780373114108,Dark music,,Travel,35.77,24,189,1990
9781804992326,The Things We Leave Unfinished,Rebecca Yarros,Historical Fiction,8.03,20,,
9780007354733,Destination Unknown,Agatha Christie,Mystery,11.54,29,212,1954
9788491052371,The War of the Worlds,H. G. Wells,Fiction,37.15,19,206,
9780343038007,The Outline of History,H. G. Wells,History,16.78,22,1066,1919
9780007163243,Nemesis,Agatha Christie,Mystery,39.14,17,230,1970
9780151189786,"Collected Poems, 1909-1962",T. S. Eliot,Poetry,36.02,1,221,1963
9780441363957,I Have No Mouth and I Must Scream,Harlan Ellison,Science,16.60,25,178,1972
9780007120970,A Pocket Full of Rye,,Mystery,38.51,39,203,1953
9780749459116,Improve Your Communication Skills,Alan Barker,Business,24.78,27,176,2010
9780606374224,Old School,Jeff Kinney,Childrens,23.70,13,221,2007
9780373024209,Never Count Tomorrow,Daphne Clair,Romance,11.66,8,191,1980
9781410498700,The Long Haul,Jeff Kinney,Travel,9.29,9,,
9780373104383,Second-Best Bride,Margaret Rome,Romance,6.90,34,,1981
9780140440577,The Travels of Marco Polo,,Travel,35.64,1,376,1818
9780945001102,Tragedy and hope,Carroll Quigley,History,19.06,28,1348,1966
9785557099196,The Greek myths,Robert Graves,Classics,30.64,9,416,1955
9780575079090,The Stars My Destination,,Science,31.49,39,244,1956
9780061728419,"Cat the cat, who is that?",Mo Willems,Childrens,25.61,14,22,2010
9780671255961,The worldly philosophers,Robert L. Heilbroner,History,21.37,32,342,1953
9780594091400,A Modern Utopia,H. G. Wells,Classics,11.01,24,320,1900
9781857234701,The Ringworld throne,,Science Fiction,5.64,0,382,1996
9780881035254,"Heroes, Gods and Monsters of the Greek Myths",Bernard Evslin,Classics,28.27,12,112,1967
9781539145943,Sparkling Cyanide,,Mystery,39.39,39,240,1945
9780393925340,Metamorphoses,Ovid,Poetry,13.24,25,394,1479
9781982127794,It,Stephen King,Horror,30.00,25,1168,1986
9780263758993,Impossible Bargain,Patricia Wilson,Romance,23.09,45,187,1987
9780241269657,The Complete Book of Flower Fairies,Cicely Mary Barker,Poetry,33.78,2,192,1997
9783785530030,Fear Street - Sunburn,Robert Lawrence Stine,Horror,39.33,2,150,1993
9780373300693,Castle Of The Mist,Valentina Luellen,Historical Fiction,6.25,18,191,1981
9783442245666,Exile,R. A. Salvatore,Fantasy,14.62,10,320,1990
9783893400614,The Age of Revolution,Eric Hobsbawm,History,22.80,9,413,1962
9782221073841,Xenocide,Orson Scott Card,Science,22.22,11,569,1991
9780750503075,Almost Heaven,Judith McNaught,Historical Fiction,9.29,26,544,1990
9788501117687,All your perfects,,Fiction,36.24,12,,
9781089496199,Εὐθύφρων / Κρίτων / Μένων / Φαίδων / Ἀπολογία Σωκράτους,,Classics,27.46,45,162,1981
9781737507710,The Fine Print,Lauren Asher,Romance,8.54,28,448,2021
9781593976064,The Fires of Heaven,,Fantasy,30.23,32,894,1993
9780143142324,This Is Your Brain on Music,Daniel J. Levitin,Music,6.05,10,320,2006
9780062839701,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Childrens,9.81,9,320,2015
9780466208349,The Independent Musician’s Blueprint,MD Abdul Ahad Shanto,Music,15.46,28,,
9781561037629,Ὀδύσσεια,Όμηρος,Classics,38.50,0,,
9781434267276,Voyage au Centre de la Terre,Jules Verne,Fiction,34.78,34,244,1867
9780330471138,Musicophilia,Oliver Sacks,Music,12.18,42,425,2007
9789953432540,"The Muqaddimah, an introduction to history",Ibn Khaldūn,History,25.74,15,512,1858
9781984842305,Start with why,Simon Sinek,Business,33.53,13,247,2009
9781400142866,The Way of Shadows,,Fantasy,5.80,2,,
9781417727582,The Best Friend,Robert Lawrence Stine,Horror,37.08,3,147,1992
9780267171989,St. George and St. Michael,George MacDonald,Historical Fiction,14.57,42,,
9791000000019,Tipping the Velvet,,Travel,10.78,29,,
9791000000029,Soumission,,Classics,31.71,20,,
9791000000039,Sharp Objects,,History,19.63,35,,
9791000000049,Sapiens: A Brief History of Humankind,,Historical Fiction,34.92,21,,
9791000000059,The Requiem Red,,Science Fiction,26.17,6,,
9791000000069,The Dirty Little Secrets of Getting Your Dream Job,,Fantasy,7.60,44,,
9791000000079,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",,Childrens,19.62,20,,
9791000000089,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,,Historical Fiction,37.32,39,,
9791000000099,The Black Maria,,Mystery,21.93,11,,
9791000000109,"Starving Hearts (Triangular Trade Trilogy, #1)",,Fiction,11.35,7,,
9791000000119,Shakespeare's Sonnets,,Historical Fiction,34.52,39,,
9791000000129,Set Me Free,,Business,24.34,40,,
9791000000139,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),,Fantasy,13.51,4,,
9791000000149,Rip it Up and Start Again,,Horror,4.72,43,,
9791000000159,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",,Music,38.49,11,,
9791000000169,Olio,,Childrens,21.46,30,,
9791000000179,Mesaerion: The Best Science Fiction Stories 1800-1849,,Horror,26.70,34,,
9791000000189,Libertarianism for Beginners,,Science Fiction,37.34,3,,
9791000000199,It's Only the Himalayas,,Fantasy,15.67,34,,
9791000000209,In Her Wake,,Science,36.93,22,,
9791000000229,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",,Mystery,16.51,24,,
9791000000239,Chase Me (Paris Nights #2),,Science,18.29,38,,
9791000000249,Black Dust,,Music,34.87,45,,
9791000000259,Birdsong: A Story in Pictures,,Fantasy,12.91,28,,
9791000000269,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,,Music,10.70,23,,
9791000000279,Aladdin and His Wonderful Lamp,,Poetry,20.21,1,,
9791000000289,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,,Fantasy,16.54,30,,
9791000000299,Wall and Piece,,Travel,9.57,6,,
9791000000309,The Four Agreements: A Practical Guide to Personal Freedom,,Travel,9.20,2,,
9791000000319,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,,Science,4.65,2,,
9791000000329,The Elephant Tree,,Science,21.03,2,,
9791000000339,The Bear and the Piano,,Mystery,5.30,19,,
9791000000349,Sophie's World,,Horror,14.64,34,,
9791000000359,Penny Maybe,,Fiction,9.79,17,,
9791000000369,Maude (1883-1993):She Grew Up with the country,,Science Fiction,8.12,34,,
9791000000379,"In a Dark, Dark Wood",,Poetry,29.43,18,,
9791000000389,Behind Closed Doors,,Music,36.09,34,,
9791000000399,You can't bury them all: Poems,,Romance,28.41,6,,
9791000000409,Slow States of Collapse: Poems,,Horror,29.45,37,,
9791000000419,Reasons to Stay Alive,,Fantasy,17.09,21,,
9791000000429,Private Paris (Private #10),,Fiction,23.39,29,,
9791000000439,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,,Mystery,29.23,6,,
9791000000449,Without Borders (Wanderlove #1),,Classics,20.98,14,,
9791000000459,When We Collided,,History,13.64,23,,
9791000000469,"We Love You, Charlie Freeman",,Childrens,32.42,20,,
9791000000479,Untitled Collection: Sabbath Poems 2014,,Childrens,16.94,29,,
9791000000489,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",,Horror,24.84,32,,
9791000000499,Unicorn Tracks,,Horror,16.04,41,,
9791000000509,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",,Fiction,25.40,15,,
9791000000519,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),,Business,18.09,21,,
9791000000529,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,,History,39.20,36,,
9791000000539,This One Summer,,Childrens,27.96,4,,
9791000000549,Thirst,,Fantasy,8.55,38,,
9791000000559,The Torch Is Passed: A Harding Family Story,,Horror,10.74,25,,
9791000000569,The Secret of Dreadwillow Carse,,Fiction,31.81,24,,
9791000000579,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",,Business,12.20,8,,
9791000000589,The Past Never Ends,,Business,4.51,9,,
9791000000599,The Natural History of Us (The Fine Art of Pretending #2),,Historical Fiction,26.29,28,,
9791000000609,The Nameless City (The Nameless City #1),,Science,24.69,43,,
9791000000619,The Murder That Never Was (Forensic Instincts #5),,Travel,39.28,22,,
9791000000629,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,,History,22.57,8,,
9791000000639,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",,Science,38.76,0,,
9791000000649,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,Science Fiction,34.99,1,,
9791000000659,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",,Fantasy,15.76,24,,
9791000000669,The Gutsy Girl: Escapades for Your Life of Epic Adventure,,Historical Fiction,10.64,8,,
9791000000679,The Electric Pencil: Drawings from Inside State Hospital No. 3,,Horror,34.23,9,,
9791000000689,The Death of Humanity: and the Case for Life,,Poetry,4.91,41,,
9791000000699,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",,History,19.96,8,,
9791000000709,The Art Forger,,Childrens,20.64,44,,
9791000000719,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,,Science,22.53,35,,
9791000000729,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,,Mystery,19.54,0,,
9791000000739,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,,Science,22.26,26,,
9791000000749,Soul Reader,,Romance,5.84,30,,
9791000000759,Security,,Poetry,28.94,9,,
9791000000769,"Saga, Volume 6 (Saga (Collected Editions) #6)",,Romance,31.07,17,,
9791000000779,"Saga, Volume 5 (Saga (Collected Editions) #5)",,Romance,7.63,30,,
9791000000789,Reskilling America: Learning to Labor in the Twenty-First Century,,History,28.72,34,,
9791000000799,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",,Mystery,16.66,0,,
9791000000809,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",,Childrens,30.48,26,,
9791000000819,Princess Between Worlds (Wide-Awake Princess #5),,Historical Fiction,10.43,44,,
9791000000829,"Pop Gun War, Volume 1: Gift",,Romance,24.46,3,,
9791000000839,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",,Poetry,27.73,18,,
9791000000849,Patience,,Music,7.42,32,,
9791000000859,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",,Science,26.30,17,,
9791000000869,orange: The Complete Collection 1 (orange: The Complete Collection #1),,Fantasy,10.68,37,,
9791000000879,Online Marketing for Busy Authors: A Step-By-Step Guide,,History,10.71,44,,
9791000000889,On a Midnight Clear,,Poetry,5.67,5,,
9791000000899,Obsidian (Lux #1),,Childrens,34.15,26,,
9791000000909,My Paris Kitchen: Recipes and Stories,,Business,27.07,13,,
9791000000919,Masks and Shadows,,Travel,13.86,7,,
9791000000929,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",,Fiction,21.36,34,,
9791000000939,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",,Science,13.80,33,,
9791000000949,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",,Mystery,20.39,43,,
9791000000959,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),,Romance,7.95,34,,
9791000000969,"Layered: Baking, Building, and Styling Spectacular Cakes",,Fantasy,37.00,17,,
9791000000979,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),,Romance,27.66,25,,
9791000000989,Join,,Mystery,28.28,12,,
9791000000999,In the Country We Love: My Family Divided,,Business,15.59,0,,
979100000100X,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,,Poetry,7.96,6,,
9791000001019,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",,Childrens,13.42,2,,
