date,categorie,produit,quantite,montant
2024-07-04,Maison,Lampe LED,5,671.1
2024-07-04,Bricolage,Échelle alu,7,2482.69
2024-07-05,Mode,Pull laine,5,4422.45
2024-07-06,Électroménager,Cafetière,2,784.48
2024-07-07,Sport,Tapis yoga,6,3950.16
2024-07-07,Bricolage,Tournevis set,7,4008.56
2024-07-07,Bricolage,Boîte à outils,1,83.21
2024-07-07,Maison,Set casseroles,1,706.85
2024-07-07,Électroménager,Robot cuiseur,6,1499.82
2024-07-08,Maison,Rideau occultant,6,607.26
2024-07-09,Sport,Maillot bain,1,350.77
2024-07-10,Électroménager,Réfrigérateur,3,1162.11
2024-07-11,Sport,Ballon foot,1,100.1
2024-07-11,Électroménager,Réfrigérateur,6,2324.22
2024-07-11,Sport,Haltères 10kg,4,393.2
2024-07-13,Maison,Rideau occultant,2,202.42
2024-07-17,Sport,Haltères 10kg,5,491.5
2024-07-19,Sport,Tapis yoga,6,3950.16
2024-07-22,Électroménager,Robot cuiseur,4,999.88
2024-07-24,Sport,Tapis yoga,8,5266.88
2024-07-24,Bricolage,Peinture 5L,1,609.0
2024-07-25,Bricolage,Tournevis set,3,1908.84
2024-07-28,Mode,T-shirt coton,7,3532.69
2024-07-29,Électroménager,Cafetière,5,1961.2
2024-07-29,Bricolage,Échelle alu,5,1773.35
2024-07-29,Électroménager,Bouilloire,4,2904.16
2024-07-30,Électroménager,Aspirateur,5,955.9
2024-07-30,Bricolage,Boîte à outils,4,299.56
2024-07-30,Maison,Set casseroles,7,4947.95
2024-08-01,Électroménager,Robot cuiseur,1,249.97
2024-08-02,Mode,Robe été,2,593.04
2024-08-04,Sport,Haltères 10kg,3,294.9
2024-08-04,Maison,Couette 220x240,1,224.09
2024-08-04,Sport,Ballon foot,4,400.4
2024-08-05,Maison,Lampe LED,2,255.02
2024-08-05,Électroménager,Robot cuiseur,3,749.91
2024-08-06,Électroménager,Bouilloire,4,2904.16
2024-08-06,Mode,Veste hiver,4,2492.76
2024-08-06,Mode,Jean homme,3,816.81
2024-08-07,Électroménager,Robot cuiseur,1,249.97
2024-08-07,Bricolage,Peinture 5L,2,1218.0
2024-08-08,Sport,Raquette tennis,5,3530.95
2024-08-09,Sport,Vélo VTT,3,1635.63
2024-08-09,Sport,Chaussures running,4,2278.12
2024-08-10,Électroménager,Aspirateur,2,305.89
2024-08-11,Électroménager,Robot cuiseur,3,749.91
2024-08-11,Électroménager,Micro-ondes,1,453.16
2024-08-11,Sport,Tapis yoga,1,658.36
2024-08-14,Sport,Maillot bain,3,1052.31
2024-08-15,Maison,Étagère bois,4,1118.36
2024-08-15,Mode,Veste hiver,4,2623.96
2024-08-16,Mode,Baskets ville,4,1842.04
2024-08-17,Électroménager,Micro-ondes,1,453.16
2024-08-17,Sport,Haltères 10kg,1,98.3
2024-08-18,Mode,Baskets ville,1,414.46
2024-08-18,Électroménager,Cafetière,1,392.24
2024-08-20,Sport,Tapis yoga,3,1876.33
2024-08-22,Bricolage,Échelle alu,2,709.34
2024-08-22,Sport,Haltères 10kg,1,98.3
2024-08-24,Électroménager,Bouilloire,1,726.04
2024-08-24,Bricolage,Boîte à outils,3,249.63
2024-08-25,Électroménager,Micro-ondes,1,453.16
2024-08-26,Bricolage,Perceuse,1,105.66
2024-08-26,Sport,Raquette tennis,4,2824.76
2024-08-27,Mode,Veste hiver,1,623.19
2024-08-27,Mode,Robe été,3,889.56
2024-08-27,Sport,Vélo VTT,4,1962.76
2024-08-28,Bricolage,Perceuse,1,105.66
2024-08-28,Sport,Tapis yoga,1,658.36
2024-08-28,Maison,Étagère bois,3,838.77
2024-08-28,Sport,Ballon foot,3,300.3
2024-08-29,Bricolage,Boîte à outils,1,83.21
2024-08-29,Mode,Robe été,2,533.74
2024-08-30,Sport,Tapis yoga,1,592.52
2024-08-30,Maison,Rideau occultant,5,506.05
2024-08-30,Maison,Lampe LED,5,671.1
2024-08-31,Sport,Raquette tennis,1,706.19
2024-08-31,Mode,Pull laine,6,5306.94
2024-08-31,Électroménager,Robot cuiseur,4,999.88
2024-09-01,Mode,Veste hiver,1,623.19
2024-09-02,Maison,Lampe LED,3,402.66
2024-09-02,Sport,Vélo VTT,1,545.21
2024-09-03,Sport,Maillot bain,2,701.54
2024-09-03,Mode,Baskets ville,6,2763.06
2024-09-03,Mode,Pull laine,1,884.49
2024-09-04,Maison,Rideau occultant,2,202.42
2024-09-05,Sport,Haltères 10kg,5,491.5
2024-09-05,Mode,Pull laine,5,4422.45
2024-09-05,Maison,Rideau occultant,1,101.21
2024-09-05,Bricolage,Échelle alu,2,709.34
2024-09-06,Électroménager,Micro-ondes,4,1812.64
2024-09-07,Électroménager,Robot cuiseur,2,499.94
2024-09-07,Sport,Vélo VTT,2,1090.42
2024-09-07,Bricolage,Peinture 5L,2,1218.0
2024-09-08,Bricolage,Boîte à outils,4,266.27
2024-09-09,Électroménager,Aspirateur,2,363.24
2024-09-09,Électroménager,Réfrigérateur,1,387.37
2024-09-10,Maison,Rideau occultant,2,202.42
2024-09-10,Mode,Robe été,3,889.56
2024-09-11,Mode,Robe été,5,1482.6
2024-09-11,Électroménager,Robot cuiseur,2,499.94
2024-09-13,Sport,Maillot bain,2,701.54
2024-09-13,Maison,Couette 220x240,4,896.36
2024-09-14,Mode,Baskets ville,1,460.51
2024-09-14,Sport,Haltères 10kg,2,176.94
2024-09-15,Mode,Jean homme,3,816.81
2024-09-15,Maison,Couette 220x240,1,224.09
2024-09-15,Électroménager,Réfrigérateur,4,1549.48
2024-09-16,Mode,Pull laine,2,1768.98
2024-09-17,Sport,Maillot bain,5,1403.08
2024-09-17,Maison,Set casseroles,3,2120.55
2024-09-17,Sport,Vélo VTT,2,1090.42
2024-09-20,Électroménager,Aspirateur,5,955.9
2024-09-21,Sport,Tapis yoga,4,2106.75
2024-09-22,Électroménager,Réfrigérateur,4,1549.48
2024-09-23,Maison,Set casseroles,3,2120.55
2024-09-23,Électroménager,Aspirateur,5,955.9
2024-09-25,Sport,Vélo VTT,1,545.21
2024-09-25,Mode,Jean homme,1,272.27
2024-09-26,Mode,T-shirt coton,1,504.67
2024-09-26,Mode,Pull laine,3,2653.47
2024-09-26,Électroménager,Bouilloire,5,3630.2
2024-09-27,Bricolage,Perceuse,2,211.32
2024-09-27,Mode,T-shirt coton,4,2018.68
2024-09-30,Sport,Haltères 10kg,5,491.5
2024-10-01,Sport,Raquette tennis,3,2118.57
2024-10-01,Mode,T-shirt coton,5,2523.35
2024-10-01,Mode,Pull laine,4,3537.96
2024-10-02,Sport,Raquette tennis,5,3530.95
2024-10-02,Sport,Tapis yoga,3,1975.08
2024-10-02,Électroménager,Aspirateur,5,955.9
2024-10-03,Maison,Canapé 3 places,4,984.92
2024-10-03,Bricolage,Échelle alu,4,1418.68
2024-10-03,Maison,Set casseroles,2,1343.02
2024-10-04,Mode,Pull laine,1,884.49
2024-10-04,Électroménager,Aspirateur,3,573.54
2024-10-05,Sport,Raquette tennis,3,2118.57
2024-10-05,Bricolage,Échelle alu,2,709.34
2024-10-05,Électroménager,Micro-ondes,3,1359.48
2024-10-06,Bricolage,Boîte à outils,1,66.57
2024-10-07,Mode,Baskets ville,1,460.51
2024-10-07,Bricolage,Perceuse,5,528.3
2024-10-08,Bricolage,Échelle alu,2,709.34
2024-10-08,Électroménager,Robot cuiseur,4,799.9
2024-10-08,Électroménager,Bouilloire,6,4356.24
2024-10-09,Sport,Ballon foot,4,400.4
2024-10-09,Sport,Tapis yoga,3,1975.08
2024-10-10,Maison,Canapé 3 places,4,984.92
2024-10-10,Bricolage,Peinture 5L,2,1218.0
2024-10-10,Sport,Tapis yoga,2,1316.72
2024-10-11,Mode,Baskets ville,2,921.02
2024-10-12,Mode,Jean homme,2,544.54
2024-10-13,Électroménager,Aspirateur,3,573.54
2024-10-15,Électroménager,Cafetière,1,392.24
2024-10-15,Maison,Canapé 3 places,2,467.84
2024-10-16,Mode,Baskets ville,1,460.51
2024-10-16,Bricolage,Perceuse,2,211.32
2024-10-18,Maison,Rideau occultant,2,202.42
2024-10-18,Mode,Robe été,3,889.56
2024-10-18,Sport,Vélo VTT,3,1635.63
2024-10-19,Sport,Maillot bain,4,1403.08
2024-10-20,Sport,Chaussures running,2,1139.06
2024-10-20,Maison,Canapé 3 places,5,1231.15
2024-10-20,Électroménager,Aspirateur,1,191.18
2024-10-20,Sport,Maillot bain,3,841.85
2024-10-21,Mode,Baskets ville,2,921.02
2024-10-21,Maison,Set casseroles,3,2120.55
2024-10-21,Bricolage,Échelle alu,1,354.67
2024-10-22,Électroménager,Aspirateur,3,573.54
2024-10-23,Électroménager,Bouilloire,4,2904.16
2024-10-24,Mode,Pull laine,4,3361.06
2024-10-24,Mode,Pull laine,4,3537.96
2024-10-25,Mode,Pull laine,3,2653.47
2024-10-25,Électroménager,Bouilloire,4,2904.16
2024-10-26,Électroménager,Micro-ondes,1,453.16
2024-10-26,Maison,Étagère bois,1,279.59
2024-10-26,Maison,Set casseroles,1,706.85
2024-10-26,Électroménager,Aspirateur,2,382.36
2024-10-26,Maison,Set casseroles,5,3534.25
2024-10-27,Mode,Robe été,4,948.86
2024-10-27,Sport,Haltères 10kg,1,98.3
2024-10-27,Électroménager,Micro-ondes,3,1359.48
2024-10-28,Électroménager,Robot cuiseur,4,949.89
2024-10-28,Électroménager,Aspirateur,5,955.9
2024-10-28,Bricolage,Boîte à outils,1,83.21
2024-10-29,Mode,T-shirt coton,5,2523.35
2024-10-29,Sport,Vélo VTT,1,545.21
2024-10-29,Mode,T-shirt coton,4,1917.75
2024-10-29,Électroménager,Robot cuiseur,4,999.88
2024-10-30,Électroménager,Réfrigérateur,1,387.37
2024-10-30,Bricolage,Perceuse,2,211.32
2024-10-31,Mode,Pull laine,2,1768.98
2024-11-01,Sport,Vélo VTT,1,545.21
2024-11-01,Maison,Rideau occultant,2,202.42
2024-11-01,Électroménager,Micro-ondes,2,906.32
2024-11-02,Électroménager,Bouilloire,1,726.04
2024-11-02,Mode,Baskets ville,3,1381.53
2024-11-03,Électroménager,Robot cuiseur,1,199.98
2024-11-04,Maison,Set casseroles,4,2686.03
2024-11-04,Électroménager,Bouilloire,4,2758.95
2024-11-06,Maison,Étagère bois,3,838.77
2024-11-07,Bricolage,Boîte à outils,5,416.05
2024-11-08,Sport,Ballon foot,1,100.1
2024-11-10,Mode,Robe été,2,593.04
2024-11-10,Bricolage,Perceuse,2,211.32
2024-11-11,Mode,Veste hiver,2,1180.78
2024-11-11,Bricolage,Tournevis set,2,1272.56
2024-11-11,Sport,Ballon foot,1,100.1
2024-11-13,Bricolage,Peinture 5L,1,609.0
2024-11-13,Sport,Tapis yoga,2,1316.72
2024-11-14,Mode,Robe été,1,296.52
2024-11-14,Bricolage,Peinture 5L,3,1827.0
2024-11-15,Bricolage,Tournevis set,2,1272.56
2024-11-15,Mode,Pull laine,1,884.49
2024-11-16,Mode,Robe été,2,593.04
2024-11-17,Sport,Maillot bain,5,1753.85
2024-11-17,Mode,Pull laine,2,1680.53
2024-11-18,Électroménager,Cafetière,3,941.38
2024-11-18,Maison,Set casseroles,1,706.85
2024-11-18,Bricolage,Perceuse,1,105.66
2024-11-20,Bricolage,Échelle alu,1,336.94
2024-11-20,Sport,Haltères 10kg,1,93.38
2024-11-20,Bricolage,Perceuse,2,190.19
2024-11-22,Sport,Tapis yoga,1,592.52
2024-11-22,Maison,Couette 220x240,2,448.18
2024-11-23,Bricolage,Tournevis set,2,1145.3
2024-11-24,Électroménager,Micro-ondes,1,453.16
2024-11-26,Mode,T-shirt coton,2,1009.34
2024-11-26,Mode,Veste hiver,1,655.99
2024-11-27,Sport,Raquette tennis,1,706.19
2024-11-27,Mode,Baskets ville,4,1842.04
2024-11-28,Maison,Set casseroles,3,2120.55
2024-11-28,Électroménager,Cafetière,5,1961.2
2024-11-28,Bricolage,Boîte à outils,1,83.21
2024-11-28,Électroménager,Cafetière,1,392.24
2024-11-28,Sport,Chaussures running,1,569.53
2024-11-30,Mode,Pull laine,2,1768.98
2024-12-01,Sport,Maillot bain,2,701.54
2024-12-02,Mode,Robe été,5,1334.34
2024-12-03,Bricolage,Échelle alu,3,1064.01
2024-12-03,Mode,Robe été,4,1186.08
2024-12-04,Électroménager,Cafetière,2,784.48
2024-12-04,Sport,Vélo VTT,3,1553.85
2024-12-05,Sport,Haltères 10kg,6,589.8
2024-12-05,Électroménager,Bouilloire,7,5082.28
2024-12-06,Maison,Lampe LED,3,402.66
2024-12-06,Sport,Tapis yoga,5,3291.8
2024-12-07,Bricolage,Peinture 5L,2,1157.1
2024-12-08,Mode,Veste hiver,5,3279.95
2024-12-12,Maison,Étagère bois,8,2236.72
2024-12-12,Sport,Chaussures running,6,3075.46
2024-12-13,Sport,Raquette tennis,7,4696.16
2024-12-13,Sport,Maillot bain,6,2104.62
2024-12-13,Électroménager,Bouilloire,9,6534.36
2024-12-15,Électroménager,Aspirateur,2,382.36
2024-12-16,Maison,Canapé 3 places,4,886.43
2024-12-16,Maison,Canapé 3 places,3,701.76
2024-12-16,Mode,Jean homme,3,816.81
2024-12-17,Bricolage,Échelle alu,1,336.94
2024-12-18,Sport,Ballon foot,4,360.36
2024-12-18,Mode,Robe été,7,2075.64
2024-12-19,Maison,Étagère bois,2,559.18
2024-12-19,Mode,Robe été,5,1334.34
2024-12-19,Bricolage,Échelle alu,6,2128.02
2024-12-19,Maison,Étagère bois,8,2236.72
2024-12-20,Maison,Canapé 3 places,2,492.46
2024-12-20,Électroménager,Micro-ondes,2,906.32
2024-12-21,Mode,Veste hiver,3,1967.97
2024-12-22,Électroménager,Réfrigérateur,3,1162.11
2024-12-22,Mode,Jean homme,2,544.54
2024-12-23,Sport,Chaussures running,4,2278.12
2024-12-23,Électroménager,Bouilloire,10,7260.4
2024-12-23,Sport,Tapis yoga,3,1777.57
2024-12-23,Bricolage,Peinture 5L,5,3045.0
2024-12-24,Bricolage,Tournevis set,5,3181.4
2024-12-24,Sport,Chaussures running,6,3417.18
2024-12-24,Mode,Pull laine,4,3537.96
2024-12-25,Sport,Chaussures running,8,4556.24
2024-12-25,Électroménager,Bouilloire,2,1452.08
2024-12-25,Mode,T-shirt coton,2,1009.34
2024-12-27,Mode,Veste hiver,3,1967.97
2024-12-27,Maison,Rideau occultant,3,303.63
2024-12-28,Électroménager,Aspirateur,3,573.54
2024-12-29,Sport,Tapis yoga,5,3291.8
2024-12-30,Mode,Baskets ville,4,1842.04
2024-12-30,Sport,Haltères 10kg,4,393.2
2024-12-30,Maison,Rideau occultant,8,728.71
