date,categorie,produit,quantite,montant
2024-11-04,Sport,Vélo VTT,3,1635.63
2024-11-04,Maison,Couette 220x240,2,425.77
2024-11-07,Électroménager,Réfrigérateur,2,774.74
2024-11-07,Mode,Pull laine,3,2520.8
2024-11-09,Maison,Étagère bois,3,838.77
2024-11-09,Maison,Étagère bois,4,1118.36
2024-11-09,Maison,Couette 220x240,3,672.27
2024-11-09,Bricolage,Boîte à outils,2,149.78
2024-11-09,Mode,Veste hiver,4,2623.96
2024-11-10,Électroménager,Réfrigérateur,1,387.37
2024-11-10,Maison,Lampe LED,1,134.22
2024-11-10,Bricolage,Boîte à outils,2,166.42
2024-11-13,Maison,Couette 220x240,1,224.09
2024-11-14,Mode,Baskets ville,2,921.02
2024-11-14,Électroménager,Robot cuiseur,2,499.94
2024-11-14,Sport,Chaussures running,1,569.53
2024-11-14,Sport,Vélo VTT,2,1090.42
2024-11-15,Sport,Raquette tennis,1,706.19
2024-11-15,Sport,Chaussures running,1,569.53
2024-11-16,Sport,Raquette tennis,4,2683.52
2024-11-16,Électroménager,Robot cuiseur,4,799.9
2024-11-19,Maison,Couette 220x240,1,224.09
2024-11-20,Maison,Couette 220x240,3,672.27
2024-11-21,Électroménager,Cafetière,3,1117.88
2024-11-21,Sport,Tapis yoga,1,658.36
2024-11-23,Électroménager,Cafetière,3,1176.72
2024-11-23,Électroménager,Aspirateur,3,458.83
2024-11-23,Sport,Raquette tennis,3,2118.57
2024-11-23,Sport,Chaussures running,2,1139.06
2024-11-24,Électroménager,Robot cuiseur,2,499.94
2024-11-26,Maison,Lampe LED,5,671.1
2024-11-26,Maison,Lampe LED,1,134.22
2024-11-26,Électroménager,Micro-ondes,2,906.32
2024-11-26,Maison,Couette 220x240,2,448.18
2024-11-27,Maison,Rideau occultant,1,96.15
2024-11-27,Sport,Maillot bain,2,701.54
2024-11-29,Électroménager,Bouilloire,2,1379.48
2024-11-29,Électroménager,Aspirateur,1,181.62
2024-11-29,Sport,Vélo VTT,4,2180.84
2024-11-29,Mode,Veste hiver,1,655.99
2024-11-29,Maison,Rideau occultant,1,91.09
2024-11-30,Mode,Baskets ville,4,1842.04
2024-11-30,Électroménager,Aspirateur,3,573.54
2024-11-30,Sport,Ballon foot,5,450.45
2024-12-01,Électroménager,Bouilloire,6,4356.24
2024-12-01,Maison,Lampe LED,4,536.88
2024-12-01,Mode,T-shirt coton,3,1514.01
2024-12-01,Maison,Set casseroles,3,2120.55
2024-12-04,Maison,Canapé 3 places,1,233.92
2024-12-06,Bricolage,Tournevis set,5,3181.4
2024-12-06,Bricolage,Tournevis set,9,5726.52
2024-12-07,Électroménager,Aspirateur,1,191.18
2024-12-07,Électroménager,Bouilloire,3,2178.12
2024-12-07,Électroménager,Aspirateur,4,726.48
2024-12-08,Mode,Pull laine,3,2653.47
2024-12-08,Électroménager,Robot cuiseur,7,1749.79
2024-12-10,Mode,Jean homme,4,1089.08
2024-12-11,Sport,Chaussures running,5,2847.65
2024-12-11,Mode,T-shirt coton,3,1514.01
2024-12-12,Maison,Couette 220x240,4,896.36
2024-12-12,Mode,Baskets ville,2,921.02
2024-12-13,Sport,Vélo VTT,6,3271.26
2024-12-13,Sport,Raquette tennis,6,4237.14
2024-12-14,Bricolage,Boîte à outils,4,332.84
2024-12-15,Maison,Couette 220x240,5,1120.45
2024-12-15,Sport,Maillot bain,2,701.54
2024-12-16,Électroménager,Robot cuiseur,1,249.97
2024-12-16,Bricolage,Peinture 5L,3,1827.0
2024-12-17,Électroménager,Micro-ondes,10,4531.6
2024-12-17,Électroménager,Réfrigérateur,7,2711.59
2024-12-20,Sport,Chaussures running,9,4869.48
2024-12-21,Sport,Raquette tennis,4,2542.28
2024-12-21,Sport,Maillot bain,7,2455.39
2024-12-22,Électroménager,Bouilloire,3,2069.21
2024-12-22,Électroménager,Bouilloire,10,7260.4
2024-12-23,Mode,Baskets ville,1,460.51
2024-12-24,Sport,Tapis yoga,7,4147.67
2024-12-25,Mode,Baskets ville,1,437.48
2024-12-26,Maison,Lampe LED,8,859.01
2024-12-26,Électroménager,Micro-ondes,7,3172.12
2024-12-26,Mode,Veste hiver,7,4591.93
2024-12-27,Sport,Raquette tennis,2,1412.38
2024-12-29,Sport,Haltères 10kg,4,393.2
2024-12-30,Sport,Tapis yoga,4,2633.44
2024-12-30,Mode,Pull laine,8,6722.12
2024-12-30,Mode,Pull laine,10,8402.65
2024-12-30,Sport,Raquette tennis,5,3530.95
