date,ville,categorie,produit,quantite,montant
2024-02-19,Amiens,Mode,Jean homme,3,735.13
2024-02-19,Lille,Maison,Couette 220x240,4,896.36
2024-02-19,Roubaix,Mode,Veste hiver,2,1311.98
2024-02-19,Lille,Bricolage,Boîte à outils,1,83.21
2024-02-19,Tourcoing,Sport,Raquette tennis,3,2118.57
2024-02-20,Tourcoing,Sport,Vélo VTT,2,1090.42
2024-02-20,Valenciennes,Mode,Baskets ville,2,736.82
2024-02-20,Roubaix,Électroménager,Robot cuiseur,1,249.97
2024-02-20,Tourcoing,Mode,Baskets ville,4,1842.04
2024-02-20,Tourcoing,Électroménager,Cafetière,2,784.48
2024-02-20,Roubaix,Sport,Tapis yoga,1,658.36
2024-02-20,Dunkerque,Sport,Tapis yoga,1,658.36
2024-02-20,Roubaix,Mode,Veste hiver,2,1311.98
2024-02-20,Valenciennes,Électroménager,Micro-ondes,3,1291.51
2024-02-20,Lille,Électroménager,Micro-ondes,4,1812.64
2024-02-20,Amiens,Sport,Ballon foot,3,300.3
2024-02-20,Tourcoing,Maison,Rideau occultant,3,273.27
2024-02-20,Lille,Électroménager,Bouilloire,3,2178.12
2024-02-20,En ligne,Électroménager,Cafetière,2,784.48
2024-02-20,Tourcoing,Électroménager,Bouilloire,4,2904.16
2024-02-21,Valenciennes,Électroménager,Aspirateur,2,382.36
2024-02-21,Lille,Électroménager,Réfrigérateur,2,774.74
2024-02-21,Lille,Maison,Lampe LED,3,402.66
2024-02-21,Dunkerque,Mode,T-shirt coton,4,2018.68
2024-02-21,Roubaix,Maison,Lampe LED,1,127.51
2024-02-21,Dunkerque,Bricolage,Échelle alu,3,1010.81
2024-02-21,Amiens,Mode,Robe été,3,889.56
2024-02-21,Dunkerque,Maison,Rideau occultant,5,480.75
2024-02-21,Lille,Maison,Étagère bois,1,251.63
2024-02-21,Dunkerque,Bricolage,Peinture 5L,2,1218.0
2024-02-21,Roubaix,Mode,Veste hiver,3,1869.57
2024-02-21,Lille,Bricolage,Boîte à outils,3,249.63
2024-02-21,Roubaix,Bricolage,Perceuse,2,211.32
2024-02-21,Dunkerque,Électroménager,Bouilloire,2,1452.08
2024-02-21,En ligne,Électroménager,Micro-ondes,3,1359.48
2024-02-21,Amiens,Sport,Tapis yoga,3,1975.08
2024-02-21,Lille,Mode,Jean homme,1,272.27
2024-02-22,Tourcoing,Sport,Maillot bain,2,701.54
2024-02-22,Roubaix,Maison,Rideau occultant,1,96.15
2024-02-22,Tourcoing,Maison,Lampe LED,3,362.39
2024-02-22,Amiens,Électroménager,Aspirateur,3,573.54
2024-02-22,Tourcoing,Sport,Haltères 10kg,1,98.3
2024-02-22,Valenciennes,Maison,Rideau occultant,1,101.21
2024-02-22,Roubaix,Sport,Haltères 10kg,3,294.9
2024-02-22,Lille,Sport,Vélo VTT,2,1090.42
2024-02-22,Amiens,Maison,Lampe LED,1,134.22
2024-02-22,En ligne,Mode,T-shirt coton,2,1009.34
2024-02-22,En ligne,Bricolage,Peinture 5L,4,2436.0
2024-02-22,Amiens,Électroménager,Micro-ondes,1,453.16
2024-02-22,Dunkerque,Maison,Rideau occultant,3,303.63
2024-02-22,Lille,Sport,Vélo VTT,1,545.21
2024-02-22,Roubaix,Sport,Raquette tennis,3,1906.71
2024-02-22,Lille,Mode,Baskets ville,2,921.02
2024-02-22,Roubaix,Mode,Jean homme,5,1361.35
2024-02-22,Dunkerque,Électroménager,Réfrigérateur,2,774.74
2024-02-23,Roubaix,Électroménager,Cafetière,3,1176.72
2024-02-23,Lille,Électroménager,Robot cuiseur,3,749.91
2024-02-23,Dunkerque,Électroménager,Bouilloire,3,2178.12
2024-02-23,Amiens,Sport,Vélo VTT,3,1635.63
2024-02-23,Valenciennes,Maison,Rideau occultant,2,161.94
2024-02-23,Roubaix,Électroménager,Cafetière,2,784.48
2024-02-23,Lille,Bricolage,Boîte à outils,2,158.1
2024-02-23,Amiens,Maison,Lampe LED,3,382.53
2024-02-23,Dunkerque,Mode,Robe été,3,889.56
2024-02-23,En ligne,Bricolage,Peinture 5L,1,609.0
2024-02-23,Roubaix,Électroménager,Réfrigérateur,3,1162.11
2024-02-23,Lille,Électroménager,Bouilloire,1,726.04
2024-02-23,Amiens,Mode,Robe été,3,889.56
2024-02-23,Dunkerque,Mode,Veste hiver,2,1246.38
2024-02-23,Dunkerque,Bricolage,Perceuse,2,211.32
2024-02-23,Roubaix,Sport,Chaussures running,1,569.53
2024-02-23,En ligne,Bricolage,Boîte à outils,1,83.21
2024-02-24,En ligne,Sport,Haltères 10kg,4,393.2
2024-02-24,Valenciennes,Électroménager,Robot cuiseur,2,499.94
2024-02-24,Roubaix,Maison,Étagère bois,5,1258.16
2024-02-24,Amiens,Sport,Maillot bain,1,350.77
2024-02-24,Dunkerque,Électroménager,Robot cuiseur,1,249.97
2024-02-24,Lille,Mode,Baskets ville,2,921.02
2024-02-24,Tourcoing,Bricolage,Peinture 5L,4,2436.0
2024-02-24,Amiens,Électroménager,Micro-ondes,4,1812.64
2024-02-24,Tourcoing,Mode,Baskets ville,2,921.02
2024-02-24,Amiens,Maison,Canapé 3 places,1,246.23
2024-02-24,Dunkerque,Sport,Raquette tennis,3,2118.57
2024-02-24,Lille,Maison,Étagère bois,1,279.59
2024-02-24,Lille,Bricolage,Échelle alu,2,709.34
2024-02-24,Lille,Mode,Baskets ville,1,460.51
2024-02-24,Roubaix,Bricolage,Boîte à outils,3,249.63
2024-02-24,Lille,Électroménager,Aspirateur,3,573.54
2024-02-24,Lille,Électroménager,Aspirateur,1,191.18
2024-02-24,Tourcoing,Bricolage,Boîte à outils,3,249.63
2024-02-24,Lille,Bricolage,Échelle alu,4,1418.68
2024-02-24,Lille,Sport,Maillot bain,2,701.54
2024-02-24,Roubaix,Électroménager,Réfrigérateur,2,774.74
2024-02-25,Valenciennes,Bricolage,Échelle alu,2,673.87
2024-02-25,Lille,Maison,Couette 220x240,3,672.27
2024-02-25,Valenciennes,Maison,Étagère bois,2,559.18
2024-02-25,Amiens,Bricolage,Boîte à outils,1,83.21
2024-02-25,Valenciennes,Sport,Raquette tennis,1,706.19
2024-02-25,Roubaix,Électroménager,Cafetière,3,1176.72
2024-02-25,Lille,Bricolage,Tournevis set,2,1272.56
2024-02-25,Amiens,Mode,Robe été,3,889.56
2024-02-25,Roubaix,Mode,T-shirt coton,2,1009.34
2024-02-25,Amiens,Électroménager,Robot cuiseur,3,749.91
2024-02-25,Dunkerque,Maison,Rideau occultant,2,202.42
2024-02-25,Roubaix,Électroménager,Bouilloire,3,2178.12
2024-02-25,Roubaix,Électroménager,Réfrigérateur,3,1162.11
2024-02-25,Dunkerque,Maison,Lampe LED,3,402.66
2024-02-25,En ligne,Électroménager,Robot cuiseur,2,499.94
2024-02-26,Amiens,Bricolage,Boîte à outils,2,166.42
2024-02-26,Tourcoing,Bricolage,Échelle alu,3,1064.01
2024-02-26,En ligne,Sport,Ballon foot,4,400.4
2024-02-26,En ligne,Sport,Raquette tennis,1,670.88
2024-02-26,Lille,Maison,Canapé 3 places,3,738.69
2024-02-26,Lille,Bricolage,Peinture 5L,2,1218.0
2024-02-26,Dunkerque,Maison,Lampe LED,4,536.88
2024-02-26,Roubaix,Bricolage,Perceuse,3,316.98
2024-02-26,Lille,Mode,Pull laine,3,2653.47
2024-02-26,Amiens,Électroménager,Robot cuiseur,1,249.97
2024-02-26,En ligne,Électroménager,Aspirateur,3,573.54
2024-02-26,Lille,Mode,Robe été,3,845.08
2024-02-26,Roubaix,Maison,Set casseroles,3,2120.55
2024-02-26,Dunkerque,Sport,Ballon foot,4,400.4
2024-02-26,Dunkerque,Bricolage,Boîte à outils,3,249.63
2024-02-26,Dunkerque,Sport,Haltères 10kg,1,93.38
2024-02-26,Dunkerque,Mode,Jean homme,3,775.97
2024-02-26,Amiens,Bricolage,Échelle alu,2,709.34
2024-02-27,En ligne,Bricolage,Tournevis set,3,1908.84
2024-02-27,En ligne,Mode,Robe été,3,889.56
2024-02-27,Valenciennes,Mode,Jean homme,1,217.82
2024-02-27,Amiens,Sport,Haltères 10kg,1,93.38
2024-02-27,Roubaix,Mode,Robe été,1,281.69
2024-02-27,Roubaix,Bricolage,Échelle alu,1,354.67
2024-02-27,Amiens,Électroménager,Aspirateur,1,191.18
2024-02-27,Dunkerque,Électroménager,Aspirateur,1,191.18
2024-02-27,Tourcoing,Mode,Baskets ville,3,1381.53
2024-02-27,Lille,Maison,Canapé 3 places,1,246.23
2024-02-27,Roubaix,Mode,Robe été,1,296.52
2024-02-27,En ligne,Sport,Maillot bain,2,701.54
2024-02-27,En ligne,Bricolage,Tournevis set,2,1272.56
2024-02-27,Lille,Électroménager,Micro-ondes,2,906.32
2024-02-27,Dunkerque,Sport,Chaussures running,2,1139.06
2024-02-27,Roubaix,Mode,Jean homme,5,1361.35
2024-02-28,Roubaix,Sport,Raquette tennis,1,706.19
2024-02-28,Dunkerque,Maison,Étagère bois,1,279.59
2024-02-28,Dunkerque,Électroménager,Micro-ondes,4,1812.64
2024-02-28,Valenciennes,Maison,Étagère bois,1,279.59
2024-02-28,Lille,Sport,Ballon foot,1,100.1
2024-02-28,En ligne,Mode,T-shirt coton,4,2018.68
2024-02-28,En ligne,Sport,Maillot bain,1,350.77
2024-02-28,Dunkerque,Bricolage,Peinture 5L,3,1827.0
2024-02-28,Lille,Sport,Vélo VTT,2,1090.42
2024-02-28,Roubaix,Mode,Pull laine,1,884.49
2024-02-28,Lille,Mode,Baskets ville,1,460.51
2024-02-28,Roubaix,Électroménager,Aspirateur,1,191.18
2024-02-28,Dunkerque,Maison,Étagère bois,2,559.18
2024-02-28,Dunkerque,Maison,Rideau occultant,2,202.42
2024-02-28,Roubaix,Sport,Raquette tennis,1,706.19
2024-02-29,Lille,Sport,Chaussures running,3,1708.59
2024-02-29,Valenciennes,Mode,Robe été,3,889.56
2024-02-29,Tourcoing,Électroménager,Aspirateur,1,191.18
2024-02-29,Roubaix,Électroménager,Cafetière,1,392.24
2024-02-29,Lille,Sport,Tapis yoga,1,658.36
2024-02-29,En ligne,Bricolage,Boîte à outils,4,332.84
2024-02-29,Amiens,Mode,T-shirt coton,3,1362.61
2024-02-29,Tourcoing,Maison,Rideau occultant,2,202.42
2024-02-29,Roubaix,Électroménager,Réfrigérateur,1,387.37
2024-02-29,Amiens,Sport,Maillot bain,2,701.54
2024-02-29,Lille,Sport,Vélo VTT,2,1090.42
2024-02-29,Lille,Maison,Set casseroles,4,2827.4
2024-02-29,Dunkerque,Électroménager,Micro-ondes,2,906.32
2024-03-01,Dunkerque,Sport,Tapis yoga,3,1975.08
2024-03-01,Dunkerque,Mode,Pull laine,4,3184.16
2024-03-01,Dunkerque,Bricolage,Perceuse,4,380.38
2024-03-01,Amiens,Bricolage,Perceuse,4,422.64
2024-03-01,Lille,Électroménager,Bouilloire,1,726.04
2024-03-01,Amiens,Mode,Veste hiver,2,1311.98
2024-03-01,Lille,Mode,Robe été,2,593.04
2024-03-01,En ligne,Bricolage,Perceuse,1,100.38
2024-03-01,Amiens,Maison,Lampe LED,1,134.22
2024-03-01,Amiens,Mode,Robe été,2,593.04
2024-03-01,Amiens,Sport,Haltères 10kg,1,98.3
2024-03-01,Lille,Sport,Chaussures running,2,1139.06
2024-03-01,Lille,Sport,Maillot bain,6,2104.62
2024-03-01,Valenciennes,Mode,Robe été,1,296.52
2024-03-01,En ligne,Maison,Rideau occultant,2,202.42
2024-03-01,Dunkerque,Bricolage,Tournevis set,3,1908.84
2024-03-01,Dunkerque,Maison,Rideau occultant,4,404.84
2024-03-01,En ligne,Sport,Chaussures running,1,569.53
2024-03-02,Lille,Électroménager,Aspirateur,1,191.18
2024-03-02,Tourcoing,Mode,Veste hiver,1,655.99
2024-03-02,En ligne,Bricolage,Peinture 5L,2,1218.0
2024-03-02,Roubaix,Mode,Baskets ville,3,1381.53
2024-03-02,Amiens,Bricolage,Perceuse,1,105.66
2024-03-02,Valenciennes,Bricolage,Échelle alu,1,354.67
2024-03-02,Tourcoing,Bricolage,Peinture 5L,3,1827.0
2024-03-02,Roubaix,Mode,Jean homme,2,544.54
2024-03-02,Roubaix,Sport,Tapis yoga,4,2106.75
2024-03-02,Roubaix,Électroménager,Réfrigérateur,2,774.74
2024-03-02,Dunkerque,Sport,Maillot bain,1,350.77
2024-03-02,En ligne,Bricolage,Perceuse,5,528.3
2024-03-02,Dunkerque,Mode,Baskets ville,2,921.02
2024-03-02,Lille,Sport,Vélo VTT,3,1635.63
2024-03-02,Roubaix,Sport,Tapis yoga,4,2633.44
2024-03-02,Amiens,Mode,Pull laine,4,3537.96
2024-03-02,Tourcoing,Sport,Haltères 10kg,1,98.3
2024-03-02,Lille,Sport,Ballon foot,1,95.09
2024-03-02,Tourcoing,Bricolage,Tournevis set,3,1908.84
2024-03-02,Roubaix,Bricolage,Peinture 5L,3,1827.0
2024-03-02,Valenciennes,Électroménager,Cafetière,2,784.48
2024-03-03,Valenciennes,Électroménager,Cafetière,1,372.63
2024-03-03,Dunkerque,Sport,Ballon foot,1,100.1
2024-03-03,Lille,Bricolage,Boîte à outils,1,83.21
2024-03-03,En ligne,Maison,Étagère bois,2,559.18
2024-03-03,Lille,Électroménager,Robot cuiseur,4,999.88
2024-03-03,Valenciennes,Bricolage,Peinture 5L,6,3288.6
2024-03-03,Lille,Bricolage,Perceuse,2,211.32
2024-03-03,Valenciennes,Maison,Rideau occultant,1,101.21
2024-03-03,Lille,Mode,Jean homme,4,1089.08
2024-03-03,Amiens,Électroménager,Robot cuiseur,1,237.47
2024-03-03,Lille,Électroménager,Cafetière,2,784.48
2024-03-03,Lille,Bricolage,Tournevis set,5,3181.4
2024-03-03,Lille,Maison,Étagère bois,1,279.59
2024-03-03,Lille,Bricolage,Tournevis set,3,1908.84
2024-03-03,Tourcoing,Sport,Chaussures running,3,1366.87
2024-03-04,Lille,Sport,Tapis yoga,3,1975.08
2024-03-04,Lille,Mode,Baskets ville,1,460.51
2024-03-04,Lille,Bricolage,Boîte à outils,4,332.84
2024-03-04,Amiens,Sport,Raquette tennis,1,564.95
2024-03-04,Roubaix,Sport,Vélo VTT,3,1635.63
2024-03-04,Amiens,Sport,Haltères 10kg,4,393.2
2024-03-04,En ligne,Bricolage,Perceuse,4,422.64
2024-03-04,En ligne,Électroménager,Réfrigérateur,4,1394.53
2024-03-04,Amiens,Électroménager,Robot cuiseur,1,249.97
2024-03-04,Valenciennes,Maison,Set casseroles,2,1413.7
2024-03-04,Amiens,Sport,Chaussures running,3,1708.59
2024-03-04,Lille,Maison,Couette 220x240,2,448.18
2024-03-04,Tourcoing,Électroménager,Cafetière,1,353.02
2024-03-04,Roubaix,Mode,Pull laine,2,1768.98
2024-03-04,Dunkerque,Électroménager,Robot cuiseur,6,1499.82
2024-03-04,Valenciennes,Mode,Pull laine,3,2653.47
2024-03-04,Dunkerque,Sport,Chaussures running,3,1708.59
2024-03-05,Amiens,Bricolage,Perceuse,3,316.98
2024-03-05,Dunkerque,Électroménager,Aspirateur,4,764.72
2024-03-05,Dunkerque,Maison,Canapé 3 places,1,246.23
2024-03-05,Dunkerque,Maison,Couette 220x240,2,448.18
2024-03-05,Valenciennes,Mode,Veste hiver,3,1967.97
2024-03-05,Roubaix,Maison,Rideau occultant,2,202.42
2024-03-05,Lille,Maison,Couette 220x240,3,672.27
2024-03-05,En ligne,Sport,Haltères 10kg,3,294.9
2024-03-05,Dunkerque,Maison,Lampe LED,4,536.88
2024-03-05,Roubaix,Sport,Ballon foot,1,100.1
2024-03-05,Valenciennes,Électroménager,Aspirateur,2,382.36
2024-03-05,Amiens,Bricolage,Échelle alu,1,354.67
2024-03-05,En ligne,Maison,Étagère bois,5,1397.95
2024-03-05,Valenciennes,Sport,Haltères 10kg,2,196.6
2024-03-05,Lille,Sport,Chaussures running,4,2050.31
2024-03-05,En ligne,Sport,Raquette tennis,2,1412.38
2024-03-05,En ligne,Mode,Pull laine,2,1768.98
2024-03-05,En ligne,Électroménager,Micro-ondes,3,1359.48
2024-03-06,Amiens,Maison,Set casseroles,2,1413.7
2024-03-06,Tourcoing,Bricolage,Échelle alu,1,354.67
2024-03-06,Dunkerque,Mode,Baskets ville,4,1749.94
2024-03-06,Amiens,Sport,Tapis yoga,1,625.44
2024-03-06,Lille,Maison,Lampe LED,4,536.88
2024-03-06,Dunkerque,Bricolage,Peinture 5L,1,609.0
2024-03-06,Lille,Bricolage,Perceuse,3,316.98
2024-03-06,Amiens,Maison,Set casseroles,1,706.85
2024-03-06,En ligne,Mode,T-shirt coton,1,504.67
2024-03-06,Lille,Électroménager,Robot cuiseur,5,999.88
2024-03-06,Amiens,Bricolage,Tournevis set,1,636.28
2024-03-06,Dunkerque,Électroménager,Bouilloire,1,726.04
2024-03-06,Lille,Sport,Tapis yoga,2,1316.72
2024-03-06,Valenciennes,Électroménager,Bouilloire,1,689.74
2024-03-06,Lille,Électroménager,Bouilloire,4,2904.16
2024-03-06,Tourcoing,Sport,Tapis yoga,3,1975.08
2024-03-06,Lille,Maison,Lampe LED,3,402.66
2024-03-07,Tourcoing,Électroménager,Bouilloire,6,4356.24
2024-03-07,Lille,Maison,Lampe LED,1,134.22
2024-03-07,Lille,Sport,Raquette tennis,3,2118.57
2024-03-07,Lille,Maison,Couette 220x240,3,638.66
2024-03-07,Lille,Mode,Pull laine,5,4422.45
2024-03-07,Tourcoing,Mode,Veste hiver,2,1311.98
2024-03-07,Roubaix,Électroménager,Cafetière,4,1568.96
2024-03-07,Lille,Bricolage,Échelle alu,1,354.67
2024-03-07,Dunkerque,Électroménager,Micro-ondes,2,906.32
2024-03-07,Dunkerque,Maison,Étagère bois,1,279.59
2024-03-07,Dunkerque,Électroménager,Cafetière,2,784.48
2024-03-07,Roubaix,Maison,Set casseroles,1,706.85
2024-03-07,En ligne,Sport,Raquette tennis,2,1412.38
2024-03-07,En ligne,Électroménager,Bouilloire,3,2178.12
2024-03-07,Lille,Sport,Vélo VTT,3,1635.63
2024-03-07,En ligne,Maison,Couette 220x240,1,224.09
2024-03-07,Lille,Mode,Veste hiver,2,1311.98
2024-03-07,Lille,Mode,Robe été,5,1334.34
2024-03-07,Lille,Électroménager,Micro-ondes,2,906.32
2024-03-07,En ligne,Bricolage,Tournevis set,1,604.47
2024-03-08,Dunkerque,Électroménager,Cafetière,2,784.48
2024-03-08,Dunkerque,Mode,Jean homme,2,435.63
2024-03-08,Lille,Sport,Ballon foot,1,100.1
2024-03-08,Lille,Maison,Rideau occultant,2,202.42
2024-03-08,Tourcoing,Mode,Jean homme,2,544.54
2024-03-08,Dunkerque,Maison,Lampe LED,1,127.51
2024-03-08,Valenciennes,Maison,Rideau occultant,3,273.27
2024-03-08,Tourcoing,Bricolage,Perceuse,3,301.13
2024-03-08,Lille,Sport,Raquette tennis,3,2012.64
2024-03-08,Amiens,Maison,Couette 220x240,4,806.72
2024-03-09,Valenciennes,Maison,Couette 220x240,1,224.09
2024-03-09,Dunkerque,Sport,Ballon foot,3,300.3
2024-03-09,Dunkerque,Électroménager,Réfrigérateur,2,774.74
2024-03-09,En ligne,Sport,Maillot bain,3,1052.31
2024-03-09,Valenciennes,Électroménager,Réfrigérateur,4,1549.48
2024-03-09,Lille,Mode,Robe été,4,1186.08
2024-03-09,Roubaix,Maison,Lampe LED,3,402.66
2024-03-09,Lille,Mode,Jean homme,2,544.54
2024-03-09,Lille,Maison,Set casseroles,1,706.85
2024-03-09,Roubaix,Sport,Ballon foot,3,285.28
2024-03-09,Valenciennes,Bricolage,Boîte à outils,3,249.63
2024-03-09,Lille,Sport,Maillot bain,4,1403.08
2024-03-09,Dunkerque,Sport,Tapis yoga,4,2633.44
2024-03-09,Lille,Électroménager,Bouilloire,1,726.04
2024-03-09,En ligne,Maison,Rideau occultant,3,303.63
2024-03-09,Dunkerque,Sport,Raquette tennis,3,2118.57
2024-03-09,En ligne,Maison,Canapé 3 places,3,738.69
2024-03-10,Valenciennes,Électroménager,Réfrigérateur,3,1162.11
2024-03-10,Tourcoing,Mode,Robe été,4,1126.78
2024-03-10,Dunkerque,Maison,Lampe LED,2,268.44
2024-03-10,En ligne,Mode,Veste hiver,4,2623.96
2024-03-10,Amiens,Bricolage,Perceuse,2,190.19
2024-03-10,Tourcoing,Électroménager,Cafetière,1,392.24
2024-03-10,Amiens,Sport,Chaussures running,4,2278.12
2024-03-10,Lille,Sport,Vélo VTT,2,1090.42
2024-03-10,Tourcoing,Sport,Haltères 10kg,3,294.9
2024-03-10,En ligne,Mode,Robe été,3,889.56
2024-03-10,Amiens,Mode,Pull laine,1,884.49
2024-03-10,En ligne,Bricolage,Échelle alu,3,1010.81
2024-03-10,Lille,Électroménager,Robot cuiseur,2,499.94
2024-03-10,Lille,Électroménager,Aspirateur,3,458.83
2024-03-10,Tourcoing,Électroménager,Réfrigérateur,2,774.74
2024-03-10,Dunkerque,Maison,Set casseroles,1,706.85
2024-03-10,Valenciennes,Maison,Couette 220x240,4,896.36
2024-03-10,Tourcoing,Sport,Chaussures running,4,2050.31
2024-03-10,Dunkerque,Maison,Couette 220x240,1,201.68
2024-03-10,Lille,Maison,Étagère bois,2,559.18
2024-03-10,Lille,Électroménager,Bouilloire,4,2613.74
2024-03-10,Tourcoing,Électroménager,Bouilloire,2,1306.87
2024-03-10,Tourcoing,Sport,Raquette tennis,5,3530.95
2024-03-10,Valenciennes,Bricolage,Tournevis set,2,1272.56
2024-03-10,Dunkerque,Maison,Lampe LED,2,268.44
2024-03-11,Valenciennes,Sport,Maillot bain,2,701.54
2024-03-11,Lille,Sport,Chaussures running,5,2847.65
2024-03-11,Roubaix,Bricolage,Peinture 5L,4,2192.4
2024-03-11,Dunkerque,Maison,Set casseroles,1,636.17
2024-03-11,Roubaix,Bricolage,Boîte à outils,1,83.21
2024-03-11,Tourcoing,Bricolage,Échelle alu,2,673.87
2024-03-11,Dunkerque,Maison,Lampe LED,1,120.8
2024-03-11,Dunkerque,Électroménager,Robot cuiseur,1,249.97
2024-03-11,Valenciennes,Maison,Set casseroles,1,671.51
2024-03-11,Roubaix,Sport,Maillot bain,5,1753.85
2024-03-11,Lille,Électroménager,Réfrigérateur,2,774.74
2024-03-11,Dunkerque,Bricolage,Perceuse,4,422.64
2024-03-12,Dunkerque,Maison,Rideau occultant,1,101.21
2024-03-12,En ligne,Mode,T-shirt coton,4,2018.68
2024-03-12,Lille,Électroménager,Aspirateur,2,382.36
2024-03-12,Tourcoing,Sport,Ballon foot,4,400.4
2024-03-12,Roubaix,Mode,Pull laine,5,4422.45
2024-03-12,Roubaix,Bricolage,Peinture 5L,4,2436.0
2024-03-12,Amiens,Mode,Pull laine,1,884.49
2024-03-12,Amiens,Sport,Raquette tennis,5,3530.95
2024-03-12,Roubaix,Mode,Pull laine,2,1768.98
2024-03-12,En ligne,Mode,Baskets ville,5,2187.42
2024-03-12,Dunkerque,Bricolage,Perceuse,1,105.66
2024-03-12,Valenciennes,Maison,Lampe LED,4,536.88
2024-03-12,Dunkerque,Bricolage,Perceuse,4,422.64
2024-03-12,Roubaix,Bricolage,Tournevis set,3,1908.84
2024-03-12,Roubaix,Bricolage,Peinture 5L,2,1218.0
2024-03-12,Amiens,Électroménager,Bouilloire,4,2904.16
2024-03-12,Roubaix,Mode,Jean homme,2,517.31
2024-03-12,Dunkerque,Sport,Raquette tennis,3,2118.57
2024-03-12,Tourcoing,Bricolage,Échelle alu,1,354.67
2024-03-12,Dunkerque,Bricolage,Échelle alu,3,1064.01
2024-03-13,Roubaix,Électroménager,Micro-ondes,3,1359.48
2024-03-13,Lille,Maison,Couette 220x240,5,1120.45
2024-03-13,En ligne,Mode,T-shirt coton,3,1514.01
2024-03-13,Dunkerque,Sport,Chaussures running,3,1708.59
2024-03-13,Roubaix,Bricolage,Perceuse,2,211.32
2024-03-13,Lille,Électroménager,Aspirateur,2,382.36
2024-03-13,Dunkerque,Électroménager,Robot cuiseur,4,999.88
2024-03-13,En ligne,Sport,Maillot bain,2,701.54
2024-03-13,Lille,Maison,Rideau occultant,1,101.21
2024-03-13,En ligne,Sport,Maillot bain,3,1052.31
2024-03-13,Valenciennes,Bricolage,Perceuse,4,422.64
2024-03-13,Lille,Maison,Couette 220x240,2,448.18
2024-03-13,Lille,Électroménager,Robot cuiseur,3,749.91
2024-03-13,Dunkerque,Maison,Rideau occultant,1,101.21
2024-03-13,Tourcoing,Mode,Pull laine,4,3537.96
2024-03-13,Dunkerque,Bricolage,Perceuse,3,316.98
2024-03-13,Amiens,Sport,Chaussures running,5,2847.65
2024-03-13,Valenciennes,Mode,Robe été,2,593.04
2024-03-14,Lille,Sport,Chaussures running,2,1082.11
2024-03-14,Valenciennes,Bricolage,Tournevis set,4,2545.12
2024-03-14,Lille,Sport,Vélo VTT,3,1472.07
2024-03-14,Dunkerque,Sport,Haltères 10kg,3,294.9
2024-03-14,Lille,Sport,Ballon foot,1,100.1
2024-03-14,Lille,Mode,Pull laine,3,2653.47
2024-03-14,En ligne,Maison,Lampe LED,1,134.22
2024-03-14,Tourcoing,Sport,Maillot bain,3,841.85
2024-03-14,Roubaix,Sport,Maillot bain,1,350.77
2024-03-14,Amiens,Sport,Vélo VTT,5,2726.05
2024-03-14,Dunkerque,Sport,Haltères 10kg,2,186.77
2024-03-14,Tourcoing,Bricolage,Perceuse,1,105.66
2024-03-14,En ligne,Mode,Jean homme,3,816.81
2024-03-15,Lille,Sport,Maillot bain,2,701.54
2024-03-15,Lille,Électroménager,Réfrigérateur,2,774.74
2024-03-15,Dunkerque,Mode,Baskets ville,2,921.02
2024-03-15,Lille,Bricolage,Échelle alu,3,1010.81
2024-03-15,En ligne,Électroménager,Cafetière,3,1176.72
2024-03-15,Tourcoing,Sport,Raquette tennis,2,1412.38
2024-03-15,Amiens,Bricolage,Échelle alu,2,709.34
2024-03-15,Lille,Sport,Raquette tennis,3,2012.64
2024-03-15,Dunkerque,Électroménager,Robot cuiseur,2,499.94
2024-03-15,En ligne,Bricolage,Perceuse,1,105.66
2024-03-15,Lille,Mode,Veste hiver,4,2623.96
2024-03-15,Lille,Mode,Jean homme,4,1089.08
2024-03-15,Dunkerque,Mode,Veste hiver,3,1967.97
2024-03-15,Lille,Maison,Étagère bois,3,754.89
2024-03-15,Lille,Sport,Vélo VTT,5,2726.05
2024-03-15,Valenciennes,Électroménager,Robot cuiseur,4,999.88
2024-03-15,Roubaix,Mode,Veste hiver,1,655.99
2024-03-15,Lille,Sport,Chaussures running,3,1708.59
2024-03-15,Tourcoing,Maison,Set casseroles,3,2014.52
2024-03-15,Tourcoing,Électroménager,Cafetière,2,784.48
2024-03-15,Roubaix,Sport,Haltères 10kg,1,98.3
2024-03-15,Lille,Maison,Canapé 3 places,4,984.92
2024-03-15,Dunkerque,Mode,Pull laine,1,884.49
2024-03-15,Valenciennes,Bricolage,Perceuse,2,211.32
2024-03-16,Roubaix,Électroménager,Cafetière,1,392.24
2024-03-16,Tourcoing,Bricolage,Échelle alu,1,354.67
2024-03-16,Dunkerque,Maison,Couette 220x240,3,672.27
2024-03-16,Dunkerque,Mode,Robe été,3,889.56
2024-03-16,Roubaix,Mode,Pull laine,5,4201.33
2024-03-16,Roubaix,Maison,Étagère bois,1,279.59
2024-03-16,Roubaix,Maison,Rideau occultant,3,303.63
2024-03-16,Lille,Sport,Tapis yoga,3,1975.08
2024-03-16,Amiens,Maison,Rideau occultant,3,303.63
2024-03-16,En ligne,Mode,Baskets ville,5,2302.55
2024-03-16,Dunkerque,Électroménager,Réfrigérateur,4,1549.48
2024-03-16,Roubaix,Électroménager,Bouilloire,4,2904.16
2024-03-16,Roubaix,Sport,Tapis yoga,3,1975.08
2024-03-16,Tourcoing,Mode,Robe été,5,1482.6
