vente_id,date_id,magasin_id,produit_id,client_id,quantite,prix_unitaire,remise,montant,marge
6972,20240224,3,13,567,2,460.51,0.0,921.02,296.1
6973,20240224,4,2,68,3,706.19,0.0,2118.57,1086.12
6974,20240224,1,13,532,2,460.51,0.0,921.02,296.1
6975,20240224,3,28,374,4,609.0,0.0,2436.0,1301.84
6976,20240224,4,24,150,1,249.97,0.0,249.97,91.92
6977,20240225,4,15,483,3,134.22,0.0,402.66,204.84
6978,20240225,2,25,535,3,387.37,0.0,1162.11,338.34
6979,20240225,2,23,436,3,726.04,0.0,2178.12,1176.9
6980,20240225,4,19,64,2,101.21,0.0,202.42,89.78
6981,20240225,6,24,383,3,249.97,0.0,749.91,275.76
6982,20240225,2,11,438,2,504.67,0.0,1009.34,400.46
6983,20240225,7,24,467,2,249.97,0.0,499.94,183.84
6984,20240225,1,27,148,2,636.28,0.0,1272.56,640.88
6985,20240225,5,29,508,2,354.67,0.05,673.87,301.33
6986,20240225,2,21,417,3,392.24,0.0,1176.72,643.68
6987,20240225,5,2,376,1,706.19,0.0,706.19,362.04
6988,20240225,6,30,195,1,83.21,0.0,83.21,22.99
6989,20240225,5,18,234,2,279.59,0.0,559.18,178.24
6990,20240225,1,17,534,3,224.09,0.0,672.27,271.17
6991,20240225,6,9,63,3,296.52,0.0,889.56,217.38
6992,20240226,4,8,570,3,272.27,0.05,775.97,235.52
6993,20240226,4,5,223,1,98.3,0.05,93.38,37.78
6994,20240226,4,30,43,3,83.21,0.0,249.63,68.97
6995,20240226,4,3,327,4,100.1,0.0,400.4,231.6
6996,20240226,2,16,162,3,706.85,0.0,2120.55,1223.01
6997,20240226,1,9,543,3,296.52,0.05,845.08,172.9
6998,20240226,7,20,235,3,191.18,0.0,573.54,289.65
6999,20240226,6,29,102,2,354.67,0.0,709.34,336.8
7000,20240226,6,24,437,1,249.97,0.0,249.97,91.92
7001,20240226,1,12,551,3,884.49,0.0,2653.47,1488.18
7002,20240226,2,26,42,3,105.66,0.0,316.98,65.1
7003,20240226,4,15,439,4,134.22,0.0,536.88,273.12
7004,20240226,1,28,16,2,609.0,0.0,1218.0,650.92
7005,20240226,1,14,3,3,246.23,0.0,738.69,170.64
7006,20240226,7,2,113,1,706.19,0.05,670.88,326.73
7007,20240226,7,3,286,4,100.1,0.0,400.4,231.6
7008,20240226,3,29,390,3,354.67,0.0,1064.01,505.2
7009,20240226,6,30,3,2,83.21,0.0,166.42,45.98
7010,20240227,4,7,437,2,569.53,0.0,1139.06,620.4
7011,20240227,1,22,151,2,453.16,0.0,906.32,343.12
7012,20240227,7,27,512,2,636.28,0.0,1272.56,640.88
7013,20240227,7,6,186,2,350.77,0.0,701.54,398.6
7014,20240227,2,9,207,1,296.52,0.0,296.52,72.46
7015,20240227,1,14,221,1,246.23,0.0,246.23,56.88
7016,20240227,3,13,323,3,460.51,0.0,1381.53,444.15
7017,20240227,2,8,446,5,272.27,0.0,1361.35,460.6
7018,20240227,6,20,423,1,191.18,0.0,191.18,96.55
7019,20240227,7,27,119,3,636.28,0.0,1908.84,961.32
7020,20240227,2,29,150,1,354.67,0.0,354.67,168.4
7021,20240227,2,9,212,1,296.52,0.05,281.69,57.63
7022,20240227,4,20,12,1,191.18,0.0,191.18,96.55
7023,20240227,5,8,417,1,272.27,0.2,217.82,37.67
7024,20240227,7,9,546,3,296.52,0.0,889.56,217.38
7025,20240227,6,5,320,1,98.3,0.05,93.38,37.78
7026,20240228,4,19,232,2,101.21,0.0,202.42,89.78
7027,20240228,4,18,370,2,279.59,0.0,559.18,178.24
7028,20240228,2,20,422,1,191.18,0.0,191.18,96.55
7029,20240228,1,13,278,1,460.51,0.0,460.51,148.05
7030,20240228,2,12,565,1,884.49,0.0,884.49,496.06
7031,20240228,1,1,222,2,545.21,0.0,1090.42,469.0
7032,20240228,2,2,220,1,706.19,0.0,706.19,362.04
7033,20240228,7,6,582,1,350.77,0.0,350.77,199.3
7034,20240228,7,11,57,4,504.67,0.0,2018.68,800.92
7035,20240228,1,3,442,1,100.1,0.0,100.1,57.9
7036,20240228,5,18,575,1,279.59,0.0,279.59,89.12
7037,20240228,4,22,433,4,453.16,0.0,1812.64,686.24
7038,20240228,4,18,86,1,279.59,0.0,279.59,89.12
7039,20240228,4,28,363,3,609.0,0.0,1827.0,976.38
7040,20240228,2,2,329,1,706.19,0.0,706.19,362.04
7041,20240229,1,16,152,4,706.85,0.0,2827.4,1630.68
7042,20240229,1,1,7,2,545.21,0.0,1090.42,469.0
7043,20240229,6,6,108,2,350.77,0.0,701.54,398.6
7044,20240229,2,25,258,1,387.37,0.0,387.37,112.78
7045,20240229,3,19,157,2,101.21,0.0,202.42,89.78
7046,20240229,4,22,322,2,453.16,0.0,906.32,343.12
7047,20240229,6,11,249,3,504.67,0.1,1362.61,449.29
7048,20240229,7,30,392,4,83.21,0.0,332.84,91.96
7049,20240229,1,4,474,1,658.36,0.0,658.36,352.71
7050,20240229,2,21,296,1,392.24,0.0,392.24,214.56
7051,20240229,3,20,564,1,191.18,0.0,191.18,96.55
7052,20240229,5,9,371,3,296.52,0.0,889.56,217.38
7053,20240229,1,7,516,3,569.53,0.0,1708.59,930.6
7054,20240301,4,19,421,4,101.21,0.0,404.84,179.56
7055,20240301,4,27,510,3,636.28,0.0,1908.84,961.32
7056,20240301,7,19,560,2,101.21,0.0,202.42,89.78
7057,20240301,5,9,577,1,296.52,0.0,296.52,72.46
7058,20240301,1,6,165,6,350.77,0.0,2104.62,1195.8
7059,20240301,1,7,195,2,569.53,0.0,1139.06,620.4
7060,20240301,6,5,413,1,98.3,0.0,98.3,42.7
7061,20240301,6,9,376,2,296.52,0.0,593.04,144.92
7062,20240301,7,7,537,1,569.53,0.0,569.53,310.2
7063,20240301,7,26,20,1,105.66,0.05,100.38,16.42
7064,20240301,4,4,286,3,658.36,0.0,1975.08,1058.13
7065,20240301,1,9,547,2,296.52,0.0,593.04,144.92
7066,20240301,6,15,474,1,134.22,0.0,134.22,68.28
7067,20240301,1,23,433,1,726.04,0.0,726.04,392.3
7068,20240301,6,26,263,4,105.66,0.0,422.64,86.8
7069,20240301,4,26,302,4,105.66,0.1,380.38,44.54
7070,20240301,4,12,11,4,884.49,0.1,3184.16,1630.44
7071,20240301,6,10,152,2,655.99,0.0,1311.98,648.16
7072,20240302,6,12,250,4,884.49,0.0,3537.96,1984.24
7073,20240302,4,13,134,2,460.51,0.0,921.02,296.1
7074,20240302,1,1,514,3,545.21,0.0,1635.63,703.5
7075,20240302,2,4,262,4,658.36,0.0,2633.44,1410.84
7076,20240302,2,28,69,3,609.0,0.0,1827.0,976.38
7077,20240302,3,5,156,1,98.3,0.0,98.3,42.7
7078,20240302,1,3,64,1,100.1,0.05,95.09,52.89
7079,20240302,3,27,248,3,636.28,0.0,1908.84,961.32
7080,20240302,7,26,159,5,105.66,0.0,528.3,108.5
7081,20240302,5,21,432,2,392.24,0.0,784.48,429.12
7082,20240302,2,25,288,2,387.37,0.0,774.74,225.56
7083,20240302,3,28,421,3,609.0,0.0,1827.0,976.38
7084,20240302,1,20,341,1,191.18,0.0,191.18,96.55
7085,20240302,3,10,304,1,655.99,0.0,655.99,324.08
7086,20240302,7,28,122,2,609.0,0.0,1218.0,650.92
7087,20240302,2,13,71,3,460.51,0.0,1381.53,444.15
7088,20240302,2,4,72,4,658.36,0.2,2106.75,884.15
7089,20240302,4,6,173,1,350.77,0.0,350.77,199.3
7090,20240302,5,29,123,1,354.67,0.0,354.67,168.4
7091,20240302,6,26,174,1,105.66,0.0,105.66,21.7
7092,20240302,2,8,276,2,272.27,0.0,544.54,184.24
7093,20240303,1,27,236,3,636.28,0.0,1908.84,961.32
7094,20240303,1,18,17,1,279.59,0.0,279.59,89.12
7095,20240303,1,27,473,5,636.28,0.0,3181.4,1602.2
7096,20240303,1,21,98,2,392.24,0.0,784.48,429.12
7097,20240303,6,24,518,1,249.97,0.05,237.47,79.42
7098,20240303,1,8,269,4,272.27,0.0,1089.08,368.48
7099,20240303,5,19,559,1,101.21,0.0,101.21,44.89
7100,20240303,3,7,8,3,569.53,0.2,1366.87,588.88
7101,20240303,5,21,437,1,392.24,0.05,372.63,194.95
7102,20240303,1,26,75,2,105.66,0.0,211.32,43.4
7103,20240303,5,28,478,6,609.0,0.1,3288.6,1587.36
7104,20240303,1,24,101,4,249.97,0.0,999.88,367.68
7105,20240303,7,18,279,2,279.59,0.0,559.18,178.24
7106,20240303,1,30,225,1,83.21,0.0,83.21,22.99
7107,20240303,4,3,135,1,100.1,0.0,100.1,57.9
7108,20240304,5,12,11,3,884.49,0.0,2653.47,1488.18
7109,20240304,4,24,251,6,249.97,0.0,1499.82,551.52
7110,20240304,2,12,142,2,884.49,0.0,1768.98,992.12
7111,20240304,3,21,399,1,392.24,0.1,353.02,175.34
7112,20240304,1,17,56,2,224.09,0.0,448.18,180.78
7113,20240304,6,7,85,3,569.53,0.0,1708.59,930.6
7114,20240304,5,16,490,2,706.85,0.0,1413.7,815.34
7115,20240304,4,7,219,3,569.53,0.0,1708.59,930.6
7116,20240304,7,25,76,4,387.37,0.1,1394.53,296.17
7117,20240304,1,4,451,3,658.36,0.0,1975.08,1058.13
7118,20240304,7,26,322,4,105.66,0.0,422.64,86.8
7119,20240304,6,5,84,4,98.3,0.0,393.2,170.8
7120,20240304,2,1,300,3,545.21,0.0,1635.63,703.5
7121,20240304,6,2,365,1,706.19,0.2,564.95,220.8
7122,20240304,1,30,275,4,83.21,0.0,332.84,91.96
7123,20240304,6,24,517,1,249.97,0.0,249.97,91.92
7124,20240304,1,13,17,1,460.51,0.0,460.51,148.05
7125,20240305,7,22,447,3,453.16,0.0,1359.48,514.68
7126,20240305,7,12,485,2,884.49,0.0,1768.98,992.12
7127,20240305,7,2,29,2,706.19,0.0,1412.38,724.08
7128,20240305,1,7,96,4,569.53,0.1,2050.31,1012.99
7129,20240305,5,5,386,2,98.3,0.0,196.6,85.4
7130,20240305,7,18,239,5,279.59,0.0,1397.95,445.6
7131,20240305,6,29,1,1,354.67,0.0,354.67,168.4
7132,20240305,5,20,480,2,191.18,0.0,382.36,193.1
7133,20240305,2,3,494,1,100.1,0.0,100.1,57.9
7134,20240305,4,15,399,4,134.22,0.0,536.88,273.12
7135,20240305,1,17,357,3,224.09,0.0,672.27,271.17
7136,20240305,6,26,442,3,105.66,0.0,316.98,65.1
7137,20240305,4,20,191,4,191.18,0.0,764.72,386.2
7138,20240305,4,14,530,1,246.23,0.0,246.23,56.88
7139,20240305,7,5,580,3,98.3,0.0,294.9,128.1
7140,20240305,5,10,175,3,655.99,0.0,1967.97,972.24
7141,20240305,2,19,439,2,101.21,0.0,202.42,89.78
7142,20240305,4,17,279,2,224.09,0.0,448.18,180.78
7143,20240306,7,11,328,1,504.67,0.0,504.67,200.23
7144,20240306,3,4,159,3,658.36,0.0,1975.08,1058.13
7145,20240306,1,23,385,4,726.04,0.0,2904.16,1569.2
7146,20240306,5,23,532,1,726.04,0.05,689.74,356.0
7147,20240306,1,4,437,2,658.36,0.0,1316.72,705.42
7148,20240306,4,23,246,1,726.04,0.0,726.04,392.3
7149,20240306,6,27,562,1,636.28,0.0,636.28,320.44
7150,20240306,1,24,533,5,249.97,0.2,999.88,209.63
7151,20240306,1,15,350,3,134.22,0.0,402.66,204.84
7152,20240306,6,16,19,1,706.85,0.0,706.85,407.67
7153,20240306,1,26,293,3,105.66,0.0,316.98,65.1
7154,20240306,4,28,296,1,609.0,0.0,609.0,325.46
7155,20240306,1,15,363,4,134.22,0.0,536.88,273.12
7156,20240306,6,4,479,1,658.36,0.05,625.44,319.79
7157,20240306,4,13,345,4,460.51,0.05,1749.94,500.1
7158,20240306,3,29,40,1,354.67,0.0,354.67,168.4
7159,20240306,6,16,584,2,706.85,0.0,1413.7,815.34
7160,20240307,7,27,365,1,636.28,0.05,604.47,288.63
7161,20240307,1,22,291,2,453.16,0.0,906.32,343.12
7162,20240307,1,9,349,5,296.52,0.1,1334.34,214.04
7163,20240307,1,10,228,2,655.99,0.0,1311.98,648.16
7164,20240307,7,17,463,1,224.09,0.0,224.09,90.39
7165,20240307,1,1,257,3,545.21,0.0,1635.63,703.5
7166,20240307,7,23,324,3,726.04,0.0,2178.12,1176.9
7167,20240307,4,21,262,2,392.24,0.0,784.48,429.12
7168,20240307,2,16,6,1,706.85,0.0,706.85,407.67
7169,20240307,7,2,317,2,706.19,0.0,1412.38,724.08
7170,20240307,4,18,166,1,279.59,0.0,279.59,89.12
7171,20240307,1,29,405,1,354.67,0.0,354.67,168.4
7172,20240307,3,23,198,6,726.04,0.0,4356.24,2353.8
7173,20240307,1,15,437,1,134.22,0.0,134.22,68.28
7174,20240307,1,2,207,3,706.19,0.0,2118.57,1086.12
7175,20240307,1,17,583,3,224.09,0.05,638.66,237.56
7176,20240307,4,22,278,2,453.16,0.0,906.32,343.12
7177,20240307,3,10,282,2,655.99,0.0,1311.98,648.16
7178,20240307,2,21,118,4,392.24,0.0,1568.96,858.24
7179,20240307,1,12,36,5,884.49,0.0,4422.45,2480.3
7180,20240308,6,17,370,4,224.09,0.1,806.72,271.92
7181,20240308,1,2,99,3,706.19,0.05,2012.64,980.19
7182,20240308,3,26,598,3,105.66,0.05,301.13,49.25
7183,20240308,5,19,16,3,101.21,0.1,273.27,104.31
7184,20240308,4,15,229,1,134.22,0.05,127.51,61.57
7185,20240308,3,8,377,2,272.27,0.0,544.54,184.24
7186,20240308,1,19,277,2,101.21,0.0,202.42,89.78
7187,20240308,1,3,88,1,100.1,0.0,100.1,57.9
7188,20240308,4,8,431,2,272.27,0.2,435.63,75.33
7189,20240308,4,21,532,2,392.24,0.0,784.48,429.12
7190,20240309,4,2,554,3,706.19,0.0,2118.57,1086.12
7191,20240309,7,19,281,3,101.21,0.0,303.63,134.67
7192,20240309,1,23,592,1,726.04,0.0,726.04,392.3
7193,20240309,4,4,442,4,658.36,0.0,2633.44,1410.84
7194,20240309,1,16,302,1,706.85,0.0,706.85,407.67
7195,20240309,1,6,439,4,350.77,0.0,1403.08,797.2
7196,20240309,5,30,87,3,83.21,0.0,249.63,68.97
7197,20240309,2,3,408,3,100.1,0.05,285.28,158.68
7198,20240309,7,14,126,3,246.23,0.0,738.69,170.64
7199,20240309,1,8,218,2,272.27,0.0,544.54,184.24
7200,20240309,2,15,458,3,134.22,0.0,402.66,204.84
7201,20240309,1,9,179,4,296.52,0.0,1186.08,289.84
7202,20240309,7,6,41,3,350.77,0.0,1052.31,597.9
7203,20240309,4,25,452,2,387.37,0.0,774.74,225.56
7204,20240309,4,3,140,3,100.1,0.0,300.3,173.7
7205,20240309,5,17,222,1,224.09,0.0,224.09,90.39
7206,20240309,5,25,36,4,387.37,0.0,1549.48,451.12
7207,20240310,4,16,539,1,706.85,0.0,706.85,407.67
7208,20240310,5,17,538,4,224.09,0.0,896.36,361.56
7209,20240310,1,18,111,2,279.59,0.0,559.18,178.24
7210,20240310,3,7,461,4,569.53,0.1,2050.31,1012.99
7211,20240310,1,24,172,2,249.97,0.0,499.94,183.84
7212,20240310,4,17,584,1,224.09,0.1,201.68,67.98
7213,20240310,4,15,313,2,134.22,0.0,268.44,136.56
7214,20240310,1,23,115,4,726.04,0.1,2613.74,1278.78
7215,20240310,3,23,91,2,726.04,0.1,1306.87,639.39
7216,20240310,3,2,446,5,706.19,0.0,3530.95,1810.2
7217,20240310,5,27,102,2,636.28,0.0,1272.56,640.88
7218,20240310,1,20,562,3,191.18,0.2,458.83,174.94
7219,20240310,3,25,234,2,387.37,0.0,774.74,225.56
7220,20240310,7,29,65,3,354.67,0.05,1010.81,452.0
7221,20240310,7,9,452,3,296.52,0.0,889.56,217.38
7222,20240310,5,25,568,3,387.37,0.0,1162.11,338.34
7223,20240310,3,9,69,4,296.52,0.05,1126.78,230.54
7224,20240310,4,15,34,2,134.22,0.0,268.44,136.56
7225,20240310,7,10,546,4,655.99,0.0,2623.96,1296.32
7226,20240310,6,26,74,2,105.66,0.1,190.19,22.27
7227,20240310,6,7,165,4,569.53,0.0,2278.12,1240.8
7228,20240310,1,1,131,2,545.21,0.0,1090.42,469.0
7229,20240310,3,21,535,1,392.24,0.0,392.24,214.56
7230,20240310,3,5,333,3,98.3,0.0,294.9,128.1
7231,20240310,6,12,469,1,884.49,0.0,884.49,496.06
7232,20240311,1,25,116,2,387.37,0.0,774.74,225.56
7233,20240311,2,6,63,5,350.77,0.0,1753.85,996.5
7234,20240311,5,16,478,1,706.85,0.05,671.51,372.33
7235,20240311,4,24,63,1,249.97,0.0,249.97,91.92
7236,20240311,4,15,178,1,134.22,0.1,120.8,54.86
7237,20240311,4,26,432,4,105.66,0.0,422.64,86.8
7238,20240311,3,29,404,2,354.67,0.05,673.87,301.33
7239,20240311,5,6,481,2,350.77,0.0,701.54,398.6
7240,20240311,2,30,552,1,83.21,0.0,83.21,22.99
7241,20240311,4,16,522,1,706.85,0.1,636.17,336.99
7242,20240311,2,28,61,4,609.0,0.1,2192.4,1058.24
7243,20240311,1,7,561,5,569.53,0.0,2847.65,1551.0
7244,20240312,6,23,221,4,726.04,0.0,2904.16,1569.2
7245,20240312,4,26,160,4,105.66,0.0,422.64,86.8
7246,20240312,2,27,109,3,636.28,0.0,1908.84,961.32
7247,20240312,2,28,311,2,609.0,0.0,1218.0,650.92
7248,20240312,4,29,390,3,354.67,0.0,1064.01,505.2
7249,20240312,2,8,483,2,272.27,0.05,517.31,157.01
7250,20240312,4,2,235,3,706.19,0.0,2118.57,1086.12
7251,20240312,3,29,375,1,354.67,0.0,354.67,168.4
7252,20240312,4,26,477,1,105.66,0.0,105.66,21.7
7253,20240312,5,15,4,4,134.22,0.0,536.88,273.12
7254,20240312,2,12,1,2,884.49,0.0,1768.98,992.12
7255,20240312,4,19,257,1,101.21,0.0,101.21,44.89
7256,20240312,6,2,276,5,706.19,0.0,3530.95,1810.2
7257,20240312,6,12,94,1,884.49,0.0,884.49,496.06
7258,20240312,2,28,456,4,609.0,0.0,2436.0,1301.84
7259,20240312,2,12,230,5,884.49,0.0,4422.45,2480.3
7260,20240312,3,3,28,4,100.1,0.0,400.4,231.6
7261,20240312,1,20,505,2,191.18,0.0,382.36,193.1
7262,20240312,7,13,491,5,460.51,0.05,2187.42,625.12
7263,20240312,7,11,483,4,504.67,0.0,2018.68,800.92
7264,20240313,6,7,56,5,569.53,0.0,2847.65,1551.0
7265,20240313,4,26,474,3,105.66,0.0,316.98,65.1
7266,20240313,3,12,533,4,884.49,0.0,3537.96,1984.24
7267,20240313,4,19,421,1,101.21,0.0,101.21,44.89
7268,20240313,1,24,341,3,249.97,0.0,749.91,275.76
7269,20240313,1,17,18,2,224.09,0.0,448.18,180.78
7270,20240313,5,26,395,4,105.66,0.0,422.64,86.8
7271,20240313,7,6,522,3,350.77,0.0,1052.31,597.9
7272,20240313,5,9,415,2,296.52,0.0,593.04,144.92
7273,20240313,7,6,502,2,350.77,0.0,701.54,398.6
7274,20240313,2,22,144,3,453.16,0.0,1359.48,514.68
7275,20240313,4,24,537,4,249.97,0.0,999.88,367.68
7276,20240313,1,20,197,2,191.18,0.0,382.36,193.1
7277,20240313,2,26,328,2,105.66,0.0,211.32,43.4
7278,20240313,4,7,355,3,569.53,0.0,1708.59,930.6
7279,20240313,1,19,579,1,101.21,0.0,101.21,44.89
7280,20240313,7,11,125,3,504.67,0.0,1514.01,600.69
7281,20240313,1,17,63,5,224.09,0.0,1120.45,451.95
7282,20240314,3,26,440,1,105.66,0.0,105.66,21.7
7283,20240314,4,5,272,2,98.3,0.05,186.77,75.57
7284,20240314,6,1,583,5,545.21,0.0,2726.05,1172.5
7285,20240314,2,6,540,1,350.77,0.0,350.77,199.3
7286,20240314,3,6,578,3,350.77,0.2,841.85,387.44
7287,20240314,7,8,257,3,272.27,0.0,816.81,276.36
7288,20240314,1,12,376,3,884.49,0.0,2653.47,1488.18
7289,20240314,7,15,155,1,134.22,0.0,134.22,68.28
7290,20240314,1,3,137,1,100.1,0.0,100.1,57.9
7291,20240314,4,5,95,3,98.3,0.0,294.9,128.1
7292,20240314,1,1,3,3,545.21,0.1,1472.07,539.94
7293,20240314,5,27,161,4,636.28,0.0,2545.12,1281.76
7294,20240314,1,7,528,2,569.53,0.05,1082.11,563.45
7295,20240315,1,1,324,5,545.21,0.0,2726.05,1172.5
7296,20240315,3,16,592,3,706.85,0.05,2014.52,1116.98
7297,20240315,5,24,522,4,249.97,0.0,999.88,367.68
7298,20240315,2,10,149,1,655.99,0.0,655.99,324.08
7299,20240315,1,7,92,3,569.53,0.0,1708.59,930.6
7300,20240315,5,26,391,2,105.66,0.0,211.32,43.4
7301,20240315,3,21,155,2,392.24,0.0,784.48,429.12
7302,20240315,2,5,393,1,98.3,0.0,98.3,42.7
7303,20240315,1,14,15,4,246.23,0.0,984.92,227.52
7304,20240315,4,12,338,1,884.49,0.0,884.49,496.06
7305,20240315,4,10,575,3,655.99,0.0,1967.97,972.24
7306,20240315,1,18,401,3,279.59,0.1,754.89,183.48
7307,20240315,1,10,591,4,655.99,0.0,2623.96,1296.32
7308,20240315,1,8,424,4,272.27,0.0,1089.08,368.48
7309,20240315,1,6,306,2,350.77,0.0,701.54,398.6
7310,20240315,1,25,222,2,387.37,0.0,774.74,225.56
7311,20240315,4,13,165,2,460.51,0.0,921.02,296.1
7312,20240315,1,29,26,3,354.67,0.05,1010.81,452.0
7313,20240315,7,26,472,1,105.66,0.0,105.66,21.7
7314,20240315,3,2,213,2,706.19,0.0,1412.38,724.08
7315,20240315,7,21,502,3,392.24,0.0,1176.72,643.68
7316,20240315,6,29,11,2,354.67,0.0,709.34,336.8
7317,20240315,1,2,496,3,706.19,0.05,2012.64,980.19
7318,20240315,4,24,192,2,249.97,0.0,499.94,183.84
7319,20240316,3,9,248,5,296.52,0.0,1482.6,362.3
7320,20240316,2,4,165,3,658.36,0.0,1975.08,1058.13
7321,20240316,2,23,552,4,726.04,0.0,2904.16,1569.2
7322,20240316,4,25,40,4,387.37,0.0,1549.48,451.12
7323,20240316,7,13,403,5,460.51,0.0,2302.55,740.25
7324,20240316,6,19,489,3,101.21,0.0,303.63,134.67
7325,20240316,3,23,314,1,726.04,0.0,726.04,392.3
7326,20240316,2,19,364,3,101.21,0.0,303.63,134.67
7327,20240316,2,21,255,1,392.24,0.0,392.24,214.56
7328,20240316,2,18,290,1,279.59,0.0,279.59,89.12
7329,20240316,2,12,165,5,884.49,0.05,4201.33,2259.18
7330,20240316,1,4,405,3,658.36,0.0,1975.08,1058.13
7331,20240316,4,9,474,3,296.52,0.0,889.56,217.38
7332,20240316,4,17,592,3,224.09,0.0,672.27,271.17
7333,20240316,3,29,572,1,354.67,0.0,354.67,168.4
7334,20240317,3,18,451,1,279.59,0.0,279.59,89.12
7335,20240317,7,11,593,1,504.67,0.05,479.44,175.0
7336,20240317,2,7,186,1,569.53,0.0,569.53,310.2
7337,20240317,6,13,134,3,460.51,0.05,1312.45,375.07
7338,20240317,4,24,457,1,249.97,0.0,249.97,91.92
7339,20240317,1,4,584,4,658.36,0.0,2633.44,1410.84
7340,20240317,7,10,292,5,655.99,0.0,3279.95,1620.4
7341,20240317,7,20,461,1,191.18,0.1,172.06,77.43
7342,20240317,6,5,439,1,98.3,0.0,98.3,42.7
7343,20240317,3,10,170,6,655.99,0.0,3935.94,1944.48
7344,20240317,4,25,302,3,387.37,0.0,1162.11,338.34
7345,20240317,2,15,599,1,134.22,0.0,134.22,68.28
7346,20240318,5,6,118,3,350.77,0.2,841.85,387.44
7347,20240318,7,11,553,6,504.67,0.0,3028.02,1201.38
7348,20240318,2,13,210,2,460.51,0.0,921.02,296.1
7349,20240318,6,8,591,1,272.27,0.0,272.27,92.12
7350,20240318,7,29,502,3,354.67,0.0,1064.01,505.2
7351,20240318,2,15,537,4,134.22,0.05,510.04,246.28
7352,20240318,3,16,189,1,706.85,0.0,706.85,407.67
7353,20240318,1,25,249,4,387.37,0.0,1549.48,451.12
7354,20240318,3,4,32,2,658.36,0.0,1316.72,705.42
7355,20240318,1,8,206,1,272.27,0.0,272.27,92.12
7356,20240318,4,21,62,2,392.24,0.0,784.48,429.12
7357,20240318,7,29,392,3,354.67,0.0,1064.01,505.2
7358,20240318,4,23,300,3,726.04,0.0,2178.12,1176.9
7359,20240318,2,5,38,2,98.3,0.0,196.6,85.4
7360,20240318,1,17,275,5,224.09,0.0,1120.45,451.95
7361,20240318,1,9,509,1,296.52,0.0,296.52,72.46
7362,20240318,3,14,440,5,246.23,0.0,1231.15,284.4
7363,20240319,1,6,567,3,350.77,0.0,1052.31,597.9
7364,20240319,2,9,545,3,296.52,0.0,889.56,217.38
7365,20240319,2,12,276,5,884.49,0.0,4422.45,2480.3
7366,20240319,2,24,141,5,249.97,0.0,1249.85,459.6
7367,20240319,3,29,315,2,354.67,0.05,673.87,301.33
7368,20240319,3,14,449,2,246.23,0.0,492.46,113.76
7369,20240319,1,7,563,1,569.53,0.0,569.53,310.2
7370,20240319,4,24,330,1,249.97,0.0,249.97,91.92
7371,20240319,7,12,219,5,884.49,0.0,4422.45,2480.3
7372,20240319,7,20,600,3,191.18,0.0,573.54,289.65
7373,20240319,1,9,185,1,296.52,0.0,296.52,72.46
7374,20240319,1,14,20,4,246.23,0.0,984.92,227.52
7375,20240319,1,15,46,2,134.22,0.0,268.44,136.56
7376,20240319,5,6,541,1,350.77,0.0,350.77,199.3
7377,20240319,7,10,5,4,655.99,0.2,2099.17,771.53
7378,20240319,4,4,512,3,658.36,0.0,1975.08,1058.13
7379,20240319,7,12,470,3,884.49,0.0,2653.47,1488.18
7380,20240320,6,13,171,4,460.51,0.1,1657.84,408.0
7381,20240320,1,30,94,3,83.21,0.05,237.15,56.49
7382,20240320,6,22,261,6,453.16,0.0,2718.96,1029.36
7383,20240320,7,18,140,3,279.59,0.0,838.77,267.36
7384,20240320,4,21,355,4,392.24,0.0,1568.96,858.24
7385,20240320,6,18,107,4,279.59,0.0,1118.36,356.48
7386,20240320,5,26,6,5,105.66,0.0,528.3,108.5
7387,20240320,7,7,302,1,569.53,0.0,569.53,310.2
7388,20240320,1,5,231,4,98.3,0.0,393.2,170.8
7389,20240320,2,1,447,3,545.21,0.0,1635.63,703.5
7390,20240320,7,27,239,4,636.28,0.0,2545.12,1281.76
7391,20240320,6,29,15,4,354.67,0.0,1418.68,673.6
7392,20240320,2,28,309,1,609.0,0.0,609.0,325.46
7393,20240320,6,20,395,2,191.18,0.0,382.36,193.1
7394,20240320,7,23,518,2,726.04,0.0,1452.08,784.6
7395,20240320,7,27,528,4,636.28,0.0,2545.12,1281.76
7396,20240320,2,22,78,2,453.16,0.0,906.32,343.12
7397,20240320,5,24,537,1,249.97,0.0,249.97,91.92
7398,20240321,1,14,223,2,246.23,0.0,492.46,113.76
7399,20240321,4,21,311,5,392.24,0.0,1961.2,1072.8
7400,20240321,7,8,383,4,272.27,0.0,1089.08,368.48
7401,20240321,4,8,419,5,272.27,0.0,1361.35,460.6
7402,20240321,3,14,77,2,246.23,0.0,492.46,113.76
7403,20240321,1,23,403,2,726.04,0.0,1452.08,784.6
7404,20240321,4,26,176,1,105.66,0.0,105.66,21.7
7405,20240321,4,26,108,2,105.66,0.0,211.32,43.4
7406,20240321,1,29,516,6,354.67,0.0,2128.02,1010.4
7407,20240321,2,4,578,3,658.36,0.0,1975.08,1058.13
7408,20240321,5,12,319,3,884.49,0.05,2520.8,1355.51
7409,20240321,1,3,412,1,100.1,0.0,100.1,57.9
7410,20240321,1,18,258,4,279.59,0.05,1062.44,300.56
7411,20240321,2,29,17,3,354.67,0.0,1064.01,505.2
7412,20240322,4,13,260,4,460.51,0.0,1842.04,592.2
7413,20240322,2,18,246,3,279.59,0.0,838.77,267.36
